"","ID","canonisation_score","avg_differences","lang","wikiname","variations","author","author_firstname","wikiID","freq","repoID","pub_year","genre","text_source"
"198","THE_WIND_IN_THE_WILLOWS_Q936276",0.384640372733741,0.234670162985782,"ENG","THE_WIND_IN_THE_WILLOWS","['The Wind in the Willows']","Grahame","Kenneth","Q936276",11,"289",1908,"([""children's novel""], ['novel'])","Gutenberg-US"
"199","THE_WOMAN_IN_WHITE_(NOVEL)_Q1212672",0.964677124546833,0.140296846255924,"ENG","THE_WOMAN_IN_WHITE_(NOVEL)","['The Woman in White']","Collins","Wilkie","Q1212672",95,"583",1859,"(['epistolary novel', 'Gothic novel', 'sensation fiction', 'crime novel'], [])","Gutenberg-US"
"200","THE_WOODLANDERS_Q2254480",0.332981899154278,0.11384447085308,"ENG","THE_WOODLANDERS","['In The Woodlanders', 'The Woodlanders']","Hardy","Thomas","Q2254480",6,"482",1886,"([], ['novel'])","Gutenberg-US"
"201","TOM_BROWN'S_SCHOOL_DAYS_Q7815084",0.384640372733741,0.0994530971563981,"ENG","TOM_BROWN'S_SCHOOL_DAYS","[""Tom Brown's Schooldays"", ""Tom Brown's School Days""]","Hughes","Thomas","Q7815084",11,"1480",1857,"(['school story', ""children's literature"", 'autobiographical fiction'], ['novel'])","Gutenberg-US"
"202","TREASURE_ISLAND_Q185118",0.483705206701587,0.171427989336493,"ENG","TREASURE_ISLAND","['Treasure Island']","Stevenson","Robert Louis","Q185118",20,"120",1883,"(['coming-of-age fiction', 'nautical fiction', 'adventure fiction', 'pirate fiction'], ['novel'])","Gutenberg-US"
"203","UNDER_WESTERN_EYES_(NOVEL)_Q3685905",0.353247063375283,0.132574390118483,"ENG","UNDER_WESTERN_EYES_(NOVEL)","['Under Western Eyes']","Conrad","Joseph","Q3685905",8,"2480",1911,"(['novel'], ['novel'])","Gutenberg-US"
"204","VALPERGA_noWikiID",0.0477757206414661,0.118321832654028,"ENG","VALPERGA","['Valperga: or, The Life and Adventures of Castruccio, Prince of Lucca']","Shelley","Mary","noWikiID",1,"63337; 63338; 63339",1823,"","Gutenberg-US"
"205","VANITY_FAIR_(NOVEL)_Q612836",0.812090070563247,0.0764087738388625,"ENG","VANITY_FAIR_(NOVEL)","['Vanity Fair', 'Vanity Fair: A Novel without a Hero']","Thackeray","William Makepeace","Q612836",54,"599",1847,"(['satirical fiction'], ['novel'])","Gutenberg-US"
"206","VATHEK_Q54548",0.353247063375283,0.225155103886256,"ENG","VATHEK","['Vathek']","Beckford","William","Q54548",8,"42401",1786,"(['fantasy', 'Oriental fantasy', 'Gothic fiction', 'fiction', 'narration'], ['novel'])","Gutenberg-US"
"207","VILLETTE_(NOVEL)_Q2449570",0.733799591996489,0.104765201658768,"ENG","VILLETTE_(NOVEL)","['Villette', 'In Villette']","Brontë","Charlotte","Q2449570",44,"9182",1853,"(['Bildungsroman', 'Victorian literature'], ['novel'])","Gutenberg-US"
"208","VRIL_Q510699",0.0591085593605752,0.127687522843602,"ENG","VRIL","['The Coming Race']","Bulwer-Lytton","Edward","Q510699",6,"1951",1871,"(['social science fiction', 'lost world fiction', 'speculative/fantastic fiction', 'utopian novel', 'fantasy', 'dystopian fiction'], ['novel'])","Gutenberg-US"
"209","WAVERLEY_Q678251",0.999388623975874,0.117430980616114,"ENG","WAVERLEY","['Waverley']","Scott","Walter","Q678251",186,"4966",1814,"(['historical novel', 'picaresque novel', 'Bildungsroman'], [])","Gutenberg-US"
"210","WHAT_MAISIE_KNEW_Q2943614",0.323070787610778,0.182176425592417,"ENG","WHAT_MAISIE_KNEW","['What Maisie Knew']","James","Henry","Q2943614",5,"7118",1897,"(['novel'], ['novel'])","Gutenberg-US"
"211","WUTHERING_HEIGHTS_Q202975",0.84402409531542,0.104479423127962,"ENG","WUTHERING_HEIGHTS","['Wuthering Heights', 'Inside Wuthering Heights']","Brontë","Emily","Q202975",59,"768",1847,"(['Gothic fiction', 'Victorian literature', 'Gothic novel', 'Romantic novel'], ['novel'])","Gutenberg-US"
