wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
MARTIN_CHUZZLEWIT;['Martin Chuzzlewit', 'Pecksniff'];Dickens;Charles;Q1903609;12;968;1844;(['social criticism'], ['novel']);Gutenberg-US;martin chuzzlewit;martin chuzzlewit;1;100;charles dickens;charles dickens;1;100
MARY_A_FICTION;['Mary: A Fiction . Or', 'Mary, a Fiction', 'Mary: A Fiction'];Wollstonecraft;Mary;Q2900963;5;16357;1788;([], ['novel']);Gutenberg-US;mary a fiction;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;mary wollstonecraft;mary wollstonecraft;1;100
MARY_BARTON;['Mary Barton', 'In Mary Barton'];Gaskell;Elizabeth;Q2607078;53;2153;1848;(['novel'], ['novel']);Gutenberg-US;mary barton;mary barton;1;100;elizabeth gaskell;elizabeth norton, (historian);0;85.5
MASTERMAN_READY_OR_THE_WRECK_OF_THE_PACIFIC;['Masterman Ready'];Marryat;Frederick;Q6785376;1;1412;1841;([], ['novel']);Gutenberg-US;masterman ready or the wreck of the pacific;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frederick marryat;j. f. c fuller, (john frederick charles);0;85.5
MATHILDA;['Mathilda'];Shelley;Mary;Q3851863;1;15238;1820;novella;Gutenberg-US;mathilda;earth;0;60;mary shelley;mary richards, (mary elizabeth);0;85.5
MAX;['Max'];Thurston;Katherine Cecil;noWikiID;1;14054;1910;novel;Gutenberg-US;max;major cultural essays;0;72;katherine cecil thurston;katherine byrne;0;85.5
MAZEPPA;['Mazeppa'];Whishaw;Frederick;noWikiID;1;56522;1902;novel;Gutenberg-US;mazeppa;emma;0;60;frederick whishaw;j. f. c fuller, (john frederick charles);0;85.5
MELMOTH_THE_WANDERER;['Melmoth the Wanderer', 'Melmoth the Wanderer: A Tale', 'Melmoth theWanderer'];Maturin;Charles Robert;Q1475956;29;"53685; 53686; 53687; 53688";1820;(['Gothic novel'], []);Gutenberg-US;melmoth the wanderer;melmoth the wanderer;1;100;charles robert maturin;robert lowth;0;85.5
MEMOIRS_OF_A_CAVALIER;['Memoirs of a Cavalier', 'If Memoirs of a Cavalier'];Defoe;Daniel;Q6815274;6;12259;1720;(['historical fiction'], ['novel']);Gutenberg-US;memoirs of a cavalier;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;daniel defoe;daniel defoe, ?;1;88.88888889
MEMOIRS_OF_A_MAGDALEN;['Memoirs of a Magdalen', 'In Memoirs of a Magdalen'];Kelly;Hugh;Q6815279;3;ECCO;1767;([], ['novel']);ECCO;memoirs of a magdalen;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;hugh kelly;hugh stewart, frcs;0;85.5
MEMOIRS_OF_CARWIN_THE_BILOQUIST;['Memoirs of Carwin the Biloquist'];Brown;Charles Brockden;Q6815263;1;842;1803;story fragment;Gutenberg-US;memoirs of carwin the biloquist;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles brockden brown;charles brockden brown;1;100
MEMOIRS_OF_EMMA_COURTNEY;['Memoirs of Emma Courtney', 'Emma', 'The Memoirs of Emma Courtney'];Hays;Mary;Q2395365;11;41256;1796;([], ['novel']);Gutenberg-US;memoirs of emma courtney;memoirs of emma courtney;1;100;mary hays;mary brooke casad;0;85.5
MICAH_CLARKE;['Micah Clarke'];Doyle;Arthur Conan;Q3050442;2;9504;1889;(['historical novel'], []);Gutenberg-US;micah clarke;narrative of the life of frederick douglass, an american slave;0;57.27272727;arthur conan doyle;arthur conan doyle;1;100
MIDDLEMARCH;['Middlemarch'];Eliot;George;Q313129;104;145;1871;(['realist novel'], ['novel']);Gutenberg-US;middlemarch;middlemarch;1;100;george eliot;george eliot;1;100
MILLENIUM_HALL;['Millenium Hall', 'A Description of Millenium Hall and the Country Adjacent'];Scott;Sarah;Q6858753;3;26050;1762;(['fantasy'], ['novel']);Gutenberg-US;millenium hall;the tenant of wildfell hall;0;85.5;sarah scott;timothy scott doherty;0;85.5
MOLL_FLANDERS;['Moll Flanders', 'Moll Flanders Defoe'];Defoe;Daniel;Q612523;31;370;1722;(['picaresque novel'], ['novel']);Gutenberg-US;moll flanders;moll flanders;1;100;daniel defoe;daniel defoe, ?;1;88.88888889
MOPSA_THE_FAIRY;['Mopsa the Fairy'];Inglow;Jean;noWikiID;1;32867;1869;story;Gutenberg-US;mopsa the fairy;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;jean inglow;susan jean verbeek;0;85.5
MORAL_TALES;['Moral Tales'];Edgeworth;Maria;noWikiID;5;8826;1802;collection of stories;Gutenberg-US;moral tales;italian renaissance tales;0;85.5;maria edgeworth;maria edgeworth;1;100
MR_MIDSHIPMAN_EASY;['Mr. Midshipman Easy'];Marryat;Frederick;Q1936382;1;6629;1836;(['adventure fiction', 'nautical fiction'], ['novel']);Gutenberg-US;mr midshipman easy;strange case of dr jekyll and mr hyde and other tales;0;85.5;frederick marryat;j. f. c fuller, (john frederick charles);0;85.5
MY_KALULU_PRINCE,_KING,_AND_SLAVE;['My Kalulu: Prince, King, and Slave'];Stanley;Henry M.;noWikiID;1;32923;1873;narrative;Gutenberg-US;my kalulu prince, king, and slave;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry m. stanley;m. j thomas, (margaret judith);0;85.5
MY_LADY_LUDLOW;['My Lady Ludlow'];Gaskell;Elizabeth;Q16387198;1;2524;1858;([], ['novel', 'novella']);Gutenberg-US;my lady ludlow;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;elizabeth gaskell;elizabeth norton, (historian);0;85.5
MY_NEW_CURATE;['My New Curate'];Sheehan;P. A. ;noWikiID;1;20295;1900;;Gutenberg-US;my new curate;my bondage and my freedom;0;85.5;p. a.  sheehan;jane a. bullockbullock and haddow, llc, reston, virginia, usa;0;85.5
NATURE_AND_ART;['Nature and Art'];Inchbald;Elizabeth;Q48770862;4;3787;1796;([], ['novel']);Gutenberg-US;nature and art;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;elizabeth inchbald;elizabeth archibald;0;86.48648649
NEW_ARABIAN_NIGHTS;['New Arabian Nights'];Stevenson;Robert Louis;noWikiID;1;839;1882;collection of stories;Gutenberg-US;new arabian nights;arabian nights' entertainments;0;85.5;robert louis stevenson;robert louis stevenson;1;100
NEW_GRUB_STREET;['New Grub Street'];Gissing;George;noWikiID;15;1709;1891;novel;Gutenberg-US;new grub street;new grub street;1;100;george gissing;george gissing;1;100
NEWS_FROM_NOWHERE;['News from Nowhere'];Morris;William;Q7019506;11;3261;1890;(['social science fiction', 'futuristic novel', 'political novel', 'utopian novel', 'time-travel fiction'], ['novel']);Gutenberg-US;news from nowhere;news from nowhere;1;100;william morris;william morris;1;100
NIGHT_AND_MORNING;['Night and Morning'];Bulwer-Lytton;Edward;noWikiID;1;9750;1841;novel;Gutenberg-US;night and morning;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edward bulwer-lytton;edward burman;0;85.5
NIGHTMARE_ABBEY;['Nightmare Abbey'];Peacock;Thomas Love;Q4054406;7;9909;1818;(['Gothic novel'], []);Gutenberg-US;nightmare abbey;tarr;0;67.5;thomas love peacock;thomas lang;0;85.5
NO_NAME_(NOVEL);['No Name'];Collins;Wilkie;Q7044605;7;1438;1862;(['mystery fiction', 'sensation fiction'], []);Gutenberg-US;no name (novel);no name;1;90;wilkie collins;wilkie collins;1;100
NO_THOROUGHFARE;['No Thoroughfare'];Dickens/Collins;Charles/Wilkie;Q7045074;1;1423;1867;(['novel'], ['novel']);Gutenberg-US;no thoroughfare;no name;0;85.5;charles/wilkie dickens/collins;charles wills;0;75
NORTH_AND_SOUTH_(GASKELL_NOVEL);['North and South'];Gaskell;Elizabeth;Q1853142;19;4276;1854;([], ['novel']);Gutenberg-US;north and south (gaskell novel);north and south;1;90;elizabeth gaskell;elizabeth norton, (historian);0;85.5
NORTHANGER_ABBEY;['Northanger Abbey', 'In Northanger Abbey'];Austen;Jane;Q477508;28;121;1818;(['romantic fiction'], ['novel']);Gutenberg-US;northanger abbey;northanger abbey, lady susan, the watsons, sanditon;1;90;jane austen;jane austen;1;100
NOSTROMO;['Nostromo'];Conrad;Joseph;Q430248;18;2021;1904;(['historical fiction'], ['novel']);Gutenberg-US;nostromo;nostromo: a tale of the seaboard;1;90;joseph conrad;joseph conrad;1;100
NOUGHTS_&_CROSSES;['Noughts & Crosses'];Quiller-Couch;Arthur Thomas;noWikiID;1;15865;1888;short stories;Gutenberg-US;noughts & crosses;ulysses;0;65.45454545;arthur thomas quiller-couch;jackie thomas;0;85.5
ODD_MAN_OUT;['Odd Man Out'];Jacobs;William Wymark;noWikiID;3;10786;1909;short story;Gutenberg-US;odd man out;man and superman, john bull's other island, and major barbara;0;85.5;william wymark jacobs;mark jacob;0;90
ODOUR_OF_CHRYSANTHEMUMS;['Odour of Chrysanthemums'];Lawrence;D. H. ;Q7078330;2;22480;1911;([], ['short story']);Gutenberg-US;odour of chrysanthemums;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;d. h.  lawrence;lawrence;0;90
OLD_MORTALITY;['Old Mortality'];Scott;Walter;Q3234969;17;6941;1816;(['historical novel'], []);Gutenberg-US;old mortality;old mortality;1;100;walter scott;walter scott;1;100
OLIVER_TWIST;['Oliver Twist', 'To Oliver Twist', 'From Oliver Twist'];Dickens;Charles;Q164974;73;730;1838;([], ['novel']);Gutenberg-US;oliver twist;oliver twist;1;100;charles dickens;charles dickens;1;100
ON_THE_FACE_OF_THE_WATERS;['On the Face of the Waters'];Steel;Flora Annie;Q59151630;3;40140;1896;([], ['novel']);Gutenberg-US;on the face of the waters;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;flora annie steel;annie owen;0;85.5
ORIGINAL_STORIES_FROM_REAL_LIFE;['Original Stories from Real Life', 'Original Stories'];Wollstonecraft;Mary;Q2705647;10;64275;1791;"([""children's literature""], [])";Gutenberg-US;original stories from real life;horror stories: classic tales from hoffmann to hodgson;0;85.5;mary wollstonecraft;mary wollstonecraft;1;100
ORLEY_FARM_(NOVEL);['Orley Farm'];Trollope;Anthony;Q16962094;2;23000;1861;([], ['novel']);Gutenberg-US;orley farm (novel);animal farm;0;85.5;anthony trollope;anthony trollope;1;100
OROONOKO;['Oroonoko: or, the Royal Slave', 'Oroonoko', 'Oroonoko, or, The Royal Slave', 'Oroonoko, or The Royal Slave', 'Oroonoko, or the History of the Royal Slave', 'Oroonoko, or the Royal Slave', 'Oroonoko: Or, The Royal Slave'];Behn;Aphra;Q2453934;55;29854;1688;(['literature'], ['novel', 'novella']);Gutenberg-US;oroonoko;oroonoko and other writings;1;90;aphra behn;aphra behn;1;100
OUR_MUTUAL_FRIEND;['Our Mutual Friend', 'Silas Wegg', 'Our Mutual Friend41'];Dickens;Charles;Q1557935;30;883;1864;([], ['novel']);Gutenberg-US;our mutual friend;our mutual friend;1;100;charles dickens;charles dickens;1;100
OUR_VILLAGE;['Our Village'];Mitford;Mary Russell;Q7111226;13;2496;1824;collection of stories;Gutenberg-US;our village;a hero of our time;0;85.5;mary russell mitford;mary k. stohr;0;85.5
OUT_ON_THE_PAMPAS;['Out on the Pampas'];Henty;George Alfred;noWikiID;1;30143;1871;novel;Gutenberg-US;out on the pampas;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george alfred henty;george gore;0;85.5
PAMELA_OR_VIRTUE_REWARDED;['Pamela', 'Pamela, or Virtue Rewarded', 'Pamela, or, Virtue Rewarded'];Richardson;Samuel;Q2048624;59;6124;1740;(['epistolary novel', 'education novel'], ['novel']);Gutenberg-US;pamela or virtue rewarded;pamela: or virtue rewarded;1;98.03921569;samuel richardson;samuel richardson;1;100
PANDORA;['Pandora'];James;Henry;noWikiID;1;2299;1909;novel;Gutenberg-US;pandora;oroonoko and other writings;0;65.76923077;henry james;henry james;1;100
PATRONAGE_(NOVEL);['Patronage'];Edgeworth;Maria;Q7148133;4;8937;1814;([], ['novel']);Gutenberg-US;patronage (novel);the crimes of love: heroic and tragic tales, preceded by an essay on novels;0;55.86206897;maria edgeworth;maria edgeworth;1;100
PENDENNIS;['Pendennis', 'The History of Pendennis'];Thackeray;William Makepeace;Q7162382;6;9904;1850;(['novel'], ['novel']);Gutenberg-US;pendennis;modernism: a very short introduction;0;52.94117647;william makepeace thackeray;william makepeace thackeray;1;100
PERSUASION_(NOVEL);['Persuasion'];Austen;Jane;Q333179;14;105;1817;(['romantic fiction'], ['novel']);Gutenberg-US;persuasion (novel);persuasion;1;90;jane austen;jane austen;1;100
PETER_AND_WENDY;['Peter Pan'];Barrie;J. M. ;Q3435337;10;16;1911;(['fantasy'], ['novel']);Gutenberg-US;peter and wendy;peter pan in kensington gardens / peter and wendy;1;90;j. m.  barrie;j. m barrie;1;91.66666667
PETER_THE_WHALER;['Peter the Whaler'];Kingston;William Henry Giles;noWikiID;2;21474;1851;children's book;Gutenberg-US;peter the whaler;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william henry giles kingston;william henry giles kingston;1;100
PETER'S_PENCE;"[""Peter's Pence""]";Jacobs;William Wymark;noWikiID;1;10788;1909;short story;Gutenberg-US;peter's pence;hester;0;65.45454545;william wymark jacobs;mark jacob;0;90
PHANTASTES;['Phantastes'];MacDonald;George;Q1616808;6;325;1858;(['fantasy'], ['novel']);Gutenberg-US;phantastes;nana;0;67.5;george macdonald;george macdonald;1;100
PHILISTIA;['Philistia'];Allen;Grant;noWikiID;1;6060;1884;novel;Gutenberg-US;philistia;cousin phillis and other stories;0;70;grant allen;marty grant two bulls;0;85.5
PHINEAS_REDUX;['Phineas Redux'];Trollope;Anthony;Q7186370;3;18640;1874;([], ['novel']);Gutenberg-US;phineas redux;phineas redux;1;100;anthony trollope;anthony trollope;1;100
PLAIN_TALES_FROM_THE_HILLS;['Plain Tales from the Hills'];Kipling;Rudyard;Q3484772;4;1858;1888;collection of stories;Gutenberg-US;plain tales from the hills;plain tales from the hills;1;100;rudyard kipling;rudyard kipling;1;100
PLATTNER_STORY;"['Plattner Story""']";Wells;H. G. ;noWikiID;1;42989;1896;([], ['short story']);Gutenberg-US;plattner story;the castle of otranto: a gothic story;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
POPULAR_TALES;['Popular Tales'];Edgeworth;Maria;noWikiID;4;33931;1800;collection of stories;Gutenberg-US;popular tales;italian renaissance tales;0;85.5;maria edgeworth;maria edgeworth;1;100
PRIDE_AND_PREJUDICE;['Pride and Prejudice', 'If Pride and Prejudice'];Austen;Jane;Q170583;30;1342;1813;(['novel of manners', 'satirical fiction', 'psychological fiction', 'romantic fiction'], ['novel']);Gutenberg-US;pride and prejudice;pride and prejudice;1;100;jane austen;jane austen;1;100
PRINCE_RICARDO_OF_PANTOUFLIA;['Prince Ricardo of Pantouflia'];Lang;Andrew;noWikiID;1;21994;1893;children's book;Gutenberg-US;prince ricardo of pantouflia;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;andrew lang;andrew lang;1;100
PUCK_OF_POOK'S_HILL;"[""Puck of Pook's Hill""]";Kipling;Rudyard;Q4342308;2;557;1906;collection of stories;Gutenberg-US;puck of pook's hill;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;rudyard kipling;rudyard kipling;1;100
QUENTIN_DURWARD;['Quentin Durward'];Scott;Walter;Q2469230;2;7853;1823;(['historical novel'], []);Gutenberg-US;quentin durward;cranford;0;55.38461538;walter scott;walter scott;1;100
RECOLLECTIONS_OF_A_DETECTIVE_POLICE_OFFICER;['Recollections of a Detective Police Officer'];Waters;Thomas;noWikiID;2;46462;1856;;Gutenberg-US;recollections of a detective police officer;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;thomas waters;thomas jefferson morgan;0;85.5
RECORDS_OF_A_GIRLHOOD;['Records of a Girlhood'];Kemble;Frances Ann;noWikiID;4;16478;1878;novel;Gutenberg-US;records of a girlhood;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;frances ann kemble;ann ellison;0;85.5
RED_POTTAGE;['In Red Pottage', 'Red Pottage'];Cholmondeley;Mary;noWikiID;4;14885;1899;novel;Gutenberg-US;red pottage;the red badge of courage and other stories;0;85.5;mary cholmondeley;mary richards, (mary elizabeth);0;85.5
REDGAUNTLET;"['Redgauntlet', ""Wandering Willie's Tale""]";Scott;Walter;Q3422871;27;2516;1824;(['historical novel'], []);Gutenberg-US;redgauntlet;redgauntlet;1;100;walter scott;walter scott;1;100
RINGAN_GILHAIZE;['Ringan Gilhaize'];Galt;John;noWikiID;9;30749;1823;novel;Gutenberg-US;ringan gilhaize;nana;0;67.5;john galt;john galt;1;100
ROB_ROY;['Rob Roy'];Scott;Walter;Q2156104;31;16828;1817;(['historical novel', 'Bildungsroman'], []);Gutenberg-US;rob roy;rob roy;1;100;walter scott;walter scott;1;100
ROBERT_ELSMERE;['Robert Elsmere'];Ward;Mary Augusta;Q7344052;8;8737;1888;([], ['novel']);Gutenberg-US;robert elsmere;summer;0;65.45454545;mary augusta ward;mary richards, (mary elizabeth);0;85.5
ROBERT_FALCONER;['Robert Falconer'];MacDonald;George;noWikiID;3;2561;1868;novel;Gutenberg-US;robert falconer;earth;0;64.125;george macdonald;george macdonald;1;100
ROBINSON_CRUSOE;['Robinson Crusoe', 'Crusoe', 'Robison Crusoe', 'The Life and Strange Surprizing Adventures of Robinson Crusoe'];Defoe;Daniel;Q483034;79;521;1719;(['developmental novel', 'autobiography', 'robinsonade', 'adventure fiction', 'pirate fiction'], ['novel']);Gutenberg-US;robinson crusoe;robinson crusoe;1;100;daniel defoe;daniel defoe, ?;1;88.88888889
ROMOLA;['Romola'];Eliot;George;Q7363279;1;24020;1862;(['historical novel'], ['novel']);Gutenberg-US;romola;romeo and juliet: the oxford shakespeare;0;65.45454545;george eliot;george eliot;1;100
ROOKWOOD_(NOVEL);['Rookwood'];Ainsworth;William Harrison;Q7366231;2;23564;1834;(['Gothic fiction'], ['novel']);Gutenberg-US;rookwood (novel);rob roy;0;54;william harrison ainsworth;william harrison;0;90
ROXANA;['Roxana'];Defoe;Daniel;Q3825485;39;30344;1724;novel;Gutenberg-US;roxana;roxana: the fortunate mistress;1;90;daniel defoe;daniel defoe, ?;1;88.88888889
RUJUB_THE_JUGGLER;['Rujub the Juggler'];Henty;George Alfred;noWikiID;1;7229;1893;children's book;Gutenberg-US;rujub the juggler;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george alfred henty;george gore;0;85.5
RUTH;['Ruth'];Gaskell;Elizabeth;Q80038;13;4275;1853;novel;Gutenberg-US;ruth;ruth;1;100;elizabeth gaskell;elizabeth norton, (historian);0;85.5
SAINT_RONAN'S_WELL;"[""Saint Ronan's Well""]";Scott;Walter;Q3232270;1;ebooks@adelaide;1823;([], ['novel']);ebooks@adelaide;saint ronan's well;pygmalion, heartbreak house, and saint joan;0;85.5;walter scott;walter scott;1;100
SALEM_CHAPEL;['Salem Chapel'];Oliphant;Margaret;noWikiID;5;"42013; 42044";1863;;Gutenberg-US;salem chapel;chance;0;62.18181818;margaret oliphant;margaret lo;0;85.71428571
SANDERS_OF_THE_RIVER;['In Sanders of the River', 'Sanders of the River'];Wallace;Edgar;noWikiID;2;35545;1911;collection of stories;Gutenberg-US;sanders of the river;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edgar wallace;isabelle loring wallace;0;85.5
SANDITON;['Sanditon'];Austen;Jane;Q3180417;5;https://gutenberg.net.au/ebooks/fr008641.html;1817;novel ;Gutenberg-AUS;sanditon;northanger abbey, lady susan, the watsons, sanditon;1;90;jane austen;jane austen;1;100
SARTOR_RESARTUS;['Sartor Resartus'];Carlyle;Thomas;Q1134140;31;1051;1834;(['comic novel'], []);Gutenberg-US;sartor resartus;sartor resartus;1;100;thomas carlyle;thomas carlyle;1;100
SCENES_OF_CLERICAL_LIFE;['Scenes of Clerical Life', 'Amos Barton'];Eliot;George;Q6544172;11;17780;1857;(['short story'], []);Gutenberg-US;scenes of clerical life;scenes of clerical life;1;100;george eliot;george eliot;1;100
SECRESY;['Secresy'];Fenwick;Eliza;noWikiID;2;43529;1795;novel;Gutenberg-US;secresy;she;0;72;eliza fenwick;elizabeth fenwick;1;86.66666667
SELF-CONTROL_(NOVEL);['Self-Control'];Brunton;Mary;Q3478102;10;41196;1811;([], ['novel']);Gutenberg-US;self-control (novel);she;0;72;mary brunton;mary richards, (mary elizabeth);0;85.5
SENSE_AND_SENSIBILITY;['Sense and Sensibility'];Austen;Jane;Q274744;32;161;1811;(['Bildungsroman', 'romantic fiction'], ['novel']);Gutenberg-US;sense and sensibility;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;jane austen;jane austen;1;100
SENTIMENTAL_TOMMY;['Sentimental Tommy'];Barrie;J. M. ;noWikiID;1;14961;1895;novel;Gutenberg-US;sentimental tommy;a sentimental journey and other writings;0;85.5;j. m.  barrie;j. m barrie;1;91.66666667
SEVEN_LITTLE_AUSTRALIANS;['Seven Little Australians'];Turner;Ethel;Q7457323;1;4731;1894;"([""children's novel""], [])";Gutenberg-US;seven little australians;little dorrit;0;85.5;ethel turner;pete turner;0;86.95652174
SHE_A_HISTORY_OF_ADVENTURE;['She'];Haggard;H. Rider;Q640513;20;3155;1887;(['lost world fiction', 'adventure fiction', 'Gothic fiction', 'fantasy'], ['novel']);Gutenberg-US;she a history of adventure;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;h. rider haggard;h. rider haggard, (henry rider);1;90
SHIRLEY_(NOVEL);['Shirley'];Brontë;Charlotte;Q615175;24;30486;1849;(['social novel'], ['novel']);Gutenberg-US;shirley (novel);shirley;1;90;charlotte brontë;charlotte brontë;1;100
SILAS_MARNER;['Silas Marner'];Eliot;George;Q638327;15;550;1861;(['novel of manners'], ['novel']);Gutenberg-US;silas marner;silas marner: the weaver of raveloe;1;90;george eliot;george eliot;1;100
SING_A_SONG_OF_SIXPENCE;['Sing a Song of Sixpence'];Holdsworth;Mary;noWikiID;1;40154;1892;children's book;Gutenberg-US;sing a song of sixpence;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;mary holdsworth;mary richards, (mary elizabeth);0;85.5
SIR_GIBBIE;['Sir Gibbie'];MacDonald;George;noWikiID;1;2370;1879;novel;Gutenberg-US;sir gibbie;sir philip sidney: the major works;0;85.5;george macdonald;george macdonald;1;100
SIR_NIGEL;['Sir Nigel'];Doyle;Arthur Conan;Q1963997;1;2845;1906;novel;Gutenberg-US;sir nigel;sir philip sidney: the major works;0;85.5;arthur conan doyle;arthur conan doyle;1;100
SKETCHES_BY_BOZ;['Sketches by Boz'];Dickens;Charles;Q2609480;1;882;1833;collection of stories;Gutenberg-US;sketches by boz;doctor thorne tv tie-in with a foreword by julian fellowes: the chronicles of barsetshire;0;85.5;charles dickens;charles dickens;1;100
SOME_EXPERIENCES_OF_AN_IRISH_R.M.;['Some Experiences of an Irish R.M.'];Sommerville/Ross;Edith/Martin;noWikiID;1;34630;1889;;Gutenberg-US;some experiences of an irish r.m.;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;edith/martin sommerville/ross;martin martin;0;85.5
SON_OF_MARS;['Son of Mars'];Griffith;Arthur;noWikiID;1;"57195; 57196";1880;novel;Gutenberg-US;son of mars;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;arthur griffith;griff;0;90
SONS_AND_LOVERS;['Sons and Lovers'];Lawrence;D. H. ;Q80771;10;217;1913;([], ['novel']);Gutenberg-US;sons and lovers;sons and lovers;1;100;d. h.  lawrence;lawrence;0;90
SPIES_OF_THE_KAISER;['Spies of the Kaiser'];Le Queux;William;noWikiID;1;33298;1909;novel;Gutenberg-US;spies of the kaiser;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william le queux;william morgan, , cartographer;0;85.5
ST_IVES;['St Ives'];Stevenson;Robert Louis;Q4675044;1;322;1897;novel;Gutenberg-US;st ives;the return of the native;0;65.45454545;robert louis stevenson;robert louis stevenson;1;100
ST_LEON;['St. Leon', 'St Leon'];Godwin;William;Q7589523;6;53707;1794;novel;Gutenberg-US;st leon;the first men in the moon;0;64.28571429;william godwin;william godwin;1;100
ST_MARTIN'S_EVE;"[""St Martin's Eve""]";Wood;Ellen;noWikiID;2;58582;1866;novel;Gutenberg-US;st martin's eve;emma;0;64.125;ellen wood;ellen von unwerth;0;85.5
STALKY_&_CO.;['Stalky & Co.'];Kipling;Rudyard;Q4439259;3;3006;1899;(['novel'], ['novel']);Gutenberg-US;stalky & co.;the complete stalky & co;1;86.08695652;rudyard kipling;rudyard kipling;1;100
STELLA_MARIS;['Stella Maris'];Locke;William J. ;noWikiID;4;53994;1913;novel;Gutenberg-US;stella maris;silas marner: the weaver of raveloe;0;60;william j.  locke;j. b kennedy, (john bernard);0;85.5
STORIES_OF_RED_HANRAHAN;['Stories of Red Hanrahan'];Yeats;William Butler;noWikiID;2;5793;1904;collection of stories;Gutenberg-US;stories of red hanrahan;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;william butler yeats;william burt;0;86.08695652
SUNRISE;['Sunrise'];Black;William;noWikiID;1;17308;1880;novel;Gutenberg-US;sunrise;she;0;72;william black;william black;1;100
SUSPIRIA_DE_PROFUNDIS;['Suspiria de Profundis'];De Quincey;Thomas;Q3978307;2;23788;1845;(['novel'], ['novel']);Gutenberg-US;suspiria de profundis;the princesse de cl?es: with `the princesse de montpensier' and `the comtesse de tende';0;85.5;thomas de quincey;thomas de quincey;1;100
SYBIL;['Sybil, or The Two Nations', 'Sybil, or the Two Nations', 'Sybil', 'Sybil: Or The Two Nations'];Disreali;Benjamin;Q3506752;17;3760;1845;novel;Gutenberg-US;sybil;sybil: or the two nations;1;90;benjamin disreali;benjamin disraeli;1;94.11764706
SYLVIAS_LOVERS;"[""Sylvia's Lovers""]";Gaskell;Elizabeth;Q14566477;3;4537;1863;([], ['novel']);Gutenberg-US;sylvias lovers;sylvia's lovers;1;96.55172414;elizabeth gaskell;elizabeth norton, (historian);0;85.5
SYLVIE_AND_BRUNO;['Sylvie and Bruno'];Carroll;Lewis;Q1632505;1;620;1889;(['fantasy'], ['novel']);Gutenberg-US;sylvie and bruno;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;lewis carroll;lewis carroll;1;100
TALE_OF_TWO_BAD_MICE;['Tale of Two Bad Mice'];Potter;Beatrix;noWikiID;1;45264;1904;children's book;Gutenberg-US;tale of two bad mice;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;beatrix potter;beatrix potter;1;100
TALES_FROM_SHAKESPEARE;['Tales from Shakespear', 'Tales from Shakespeare'];Lamb/Lamb;Charles/Mary;Q589197;6;573;1807;children's stories;Gutenberg-US;tales from shakespeare;epigrams from the greek anthology;0;85.5;charles/mary lamb/lamb;b b;0;85.5
TALES_OF_FASHIONABLE_LIFE;['Tales of Fashionable Life'];Edgeworth;Maria;noWikiID;3;9414;1809;;Gutenberg-US;tales of fashionable life;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;maria edgeworth;maria edgeworth;1;100
TALES_OF_MEAN_STREETS;['Tales of Mean Streets'];Morrison;Arthur;noWikiID;3;40569;1894;novel;Gutenberg-US;tales of mean streets;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;arthur morrison;morris;0;90
TALES_OF_UNREST;['Tales of Unrest'];Conrad;Joseph;noWikiID;6;1202;1898;short stories;Gutenberg-US;tales of unrest;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;joseph conrad;joseph conrad;1;100
