title;Athenaeum
Mystifications 1956 (April 22,1865);1
The Myth of Hiawatha, and other Oral Legends, Mythologic and Allegoric, of the North American Indians 1507 (September 13,1856);1
Mythological Fictions of the Greeks and Romans 141 (July 10,1830);1
The Mythology of Ancient Greece and Italy 180 (April 9,1831);1
The Mythology of the Aryan Nations 2221 (May 21,1870);1
The Myths of the New World 2130 (August 22,1868);1
Myths traced to their Primary Source through Language 1524 (January 10,1857);1
Na Motu 1411 (November 11,1854);1
The Nabob at Home 788 (December 3,1842);1
Nabraska, a Poem, Personal and Political 1393 (July 8,1854);1
Nachtrage zu den Reisebildern von H. Heine 278 (February 23,1833);1
Names and Sketches of Nearly Two Thousand of the Richest Men of Massachusetts. Second edition 1367 (January 7,1854);1
Nan Darrell 607 (June 15,1839);1
Nancy Wimble, the Gossip 1875 (October 3,1863);1
Nannette and her Lovers 1383 (April 29,1854);1
Nanon 1517 (November 22,1856);1
Naples and Austria, Etc 1652 (June 25,1859);1
Naples and King Ferdinand 1591 (April 24,1858);1
Naples and Sicily 2064 (May 18,1867);1
Naples 1515 (November 8,1856);1
The Napolead 349 (July 5,1834);1
Napolean the Third 1526 (January 24,1857);1
Napoleon: an Epic Poem 901 (February 1,1845);1
Napoleon at Fontainebleau and Elba 2157 (February 27,1869);1
Napoleon Bonaparte 997 (December 5,1846);1
The Napoleon Dynasty 1302 (October 9,1852);1
Napoleon Fallen 2254 (January 7,1871);1
Napoleon III 1676 (December 10,1859);1
Napoleon Louis Bonaparte, First President of France 1125 (May 19,1849);1
Napoleon Pourtrayed 763 (June 11,1842);1
Napoleon the Little 1300 (September 25,1852);1
Napoleon the Third and his Court 1969 (July 22,1865);1
Napoleon the Third and the Rhine 2030 (September 22,1866);1
Napoleon the Third 1318 (January 29,1853);1
Napoleone, Poema in Dieci Canti 316 (November 16,1833);1
Napoleonic Ideas 1695 (April 21,1860);1
Napoleon's Dying Soliloquy, and other Poems 335 (March 29,1834);1
Narcissus 1645 (May 7,1859);1
Narragansett 1676 (December 10,1859);1
A Narrative, by John Ashburnamsic, of his Attendance on King Charles the First, from Oxford to the Scotch Army. Second notice 141 (July 10,1830);1
A Narrative, by John Ashburnham, of his Attendance on King Charles the First, from Oxford to the Scotch Army 138 (June 19,1830);1
A Narrative, by Sir F. B. Head 592 (March 2,1839);1
A Narrative Essay of a Liberal Education 2139 (October 24,1868);1
A Narrative-Essay on a Liberal Education 2128 (August 8,1868);1
Narrative from the Portfolio of a German in London 1072 (May 13,1848);1
Narrative of a Campaign in the Crimea 1442 (June 16,1855);1
Narrative of a Compaign against the Kabailes of Algeria 1098 (November 11,1848);1
Narrative of a Four Months' Residence among the Natives of a Valley of the Marquesas Islands. Two notices 956 (February 21,1846);1
Narrative of a Journal from Caunpoor to the Boorendo Pass in the Himalaya Mountains, &c. by Major Sir W. Lloyd 644 (February 29,1840);1
Narrative of a Journey from Heraut to Khiva, Moscow, and St. Petersburgh 821 (July 22,1843);1
Narrative of a Journey made in Sicily and in the South of Italy, during May and June, 1858 1692 (March 31,1860);1
Narrative of a Journey round the Dead Sea and in the Bible Lands in 1850 and 1851 1349 (September 3,1853);1
Narrative of a Journey round the World during the Years 1841 and 1842 1019 (May 8,1847);1
Narrative of a Journey Round the World 1329 (April 16,1853);1
Narrative of a Journey through Abyssinia in 1862 - 3 2087 (October 26,1867);1
Narrative of a Journey through Syria and Palestine in 1851 and 1852 1396 (July 29,1854);1
Narrative of a Journey to Guatemala in Central America, in 1838 625 (October 19,1839);1
Narrative of a Journey to the Falls of the Cavery 325 (January 18,1834);1
Narrative of a Mission to Bokhara, in the Years 1843 - 1845 928 (August 9,1845);1
Narrative of a Mission to Central Africa, performed in 1850 and 1851 1326 (March 26,1853);1
Narrative of a Mission to the Danish Islands in 1809 1847 (March 21,1863);1
Narrative of a Passage from Bombay to England 358 (September 6,1834);1
Narrative of a Recent Imprisonment in China after the Wreck of the Kite 736 (December 4,1841);1
Narrative of a Religious Journey in the East in 1850 and 1851 1355 (October 15,1853);1
Narrative of a Remarkable Transaction in the Early Life of the Rev. John Wesley 1094 (October 14,1848);1
Narrative of a Residence at the Court of London 290 (May 18,1833);1
Narrative of a Residence at the Court of Meer Ali Moorad 1712 (August 18,1860);1
Narrative of a Residence in New Zealand 787 (November 28,1842);1
Narrative of a Residence in Siam 1293 (August 7,1852);1
Narrative of a Residence on the Mosquito Shore, during the Years 1839, 1840, and 1841 781 (October 15,1842);1
Narrative of a Spring Tour in Portugal 2220 (May 14,1870);1
Narrative of a Three Months' March in India: and a Residence in the Dooab 691 (January 23,1841);1
Narrative of a Tour in North America. Two notices 329 (February 15,1834);1
Narrative of a Tour through Armenia, Kurdistan, Persia, and Mesopotamia 667 (August 8,1840);1
A Narrative of a Visit to the Australian Colonies 805 (April 1,1843);1
A Narrative of a Visit to the Court of Sinde, a Sketch of the History of Cutch etc 180 (April 9,1831);1
Narrative of a Voyage round the World (880);1
Narrative of a Voyage to Madeira, Teneriffe, and along the Shore of the Mediterranean 652 (April 25,1840);1
Narrative of a Voyage to Patagonia and Terra del Fuego 305 (August 31,1833);1
Narrative of a Voyage to the Pacific and Behring's Strait. Three notices 175 (March 5,1831);1
Narrative of a Voyage to the Pacific 309 (September 28,1833);1
Narrative of a Voyage to the West Indies and Mexico in the Years 1599 - 1602 1667 (October 8,1859);1
Narrative of a Walking Tour in Brittany 1648 (May 28,1859);1
Narrative of a Whaling Voyage round the Globe, from the Year 1833 to 1836 655 (May 16,1840);1
Narrative of a Yacht Voyage in the Mediterranean, during the years 1840 - 1841 793 (January 7,1843);1
Narrative of a Year's Journey through Central and Eastern Arabia 1862 - 3 1963 (June 10,1865);1
Narrative of an Expedition into Southern Africa. Two notices 595 (March 23,1839);1
Narrative of an Expedition to the Polar Sea, &c. 659 (June 13,1840);1
The Narrative of an Explorer in Tropical South Africa 1337 (June 11,1853);1
Narrative of an Exploring Voyage up the Rivers Kwora and Binue in 1854 1502 (August 9,1856);1
A Narrative of Arctic Discovery from the Earliest Period to the Present Time 1171 (April 6,1850);1
A Narrative of Captivity in Abyssinia 2131 (August 29,1868);1
Narrative of Discovery and Adventure in the Polar Seas and Regions. Two notices 152 (September 25,1830);1
A Narrative of Don Angel Herreros de Moras 1527 (January 31,1857);1
A Narrative of Events connected with the First Abdication of the Emperor Napoleon. Two notices 690 (January 16,1841);1
Narrative of Events during the Invasion of Russia by Napoleon Bonaparte, and the Retreat of the French Army, 1812 1692 (March 31,1860);1
Narrative of Events in Borneo and Celebes, down to the Occupation of Labuan 1066 (April 1,1848);1
A Narrative of Events in the South of France, and of the Attack on New Orleans in 1814 and 1815 373 (December 20,1834);1
A Narrative of Events in Vienna 1133 (July 14,1849);1
A Narrative of Four Voyages to the Pacific, from the years 1822 to 1831 309 (September 28,1833);1
Narrative of H. J. Marks 825 (August 19,1843);1
A Narrative of Journeyings in the Land of Israel 1148 (October 27,1849);1
Narrative of My Missions to Constantinople and St. Peterbury in the Years 1829 and 1830 1440 (June 2,1855);1
Narrative of Scenes and Events in Italy, from 1847 to 1849 1180 (June 8,1850);1
Narrative of Services in the Liberation of Chili, Peru, and Brazil, from Spanish and Portuguese Domination 1617 (October 23,1858);1
Narrative of Shipwrecks of the Royal Navy between 1793 and 1849 1208 (December 21,1850);1
A Narrative of the Attempted Escapes of Charles the First from Carisbrook Castle, and of his Detention in the Isle of Wight 1308 (November 20,1852);1
Narrative of the British Mission to Theodore, King of Abyssinia 2164 (April 17,1869);1
Narrative of the Burmese War in 1824-26 1284 (June 5,1852);1
Narrative of the Campaign of the Army of the Indus, in Sind and Kaubool, in 1838-9 669 (August 22,1840);1
A Narrative of the Campaign of the Delhi Army 1697 (May 5,1860);1
Narrative of the Canadian Red River Exploring Expedition of 1857 1730 (December 22,1860);1
A Narrative of the Captivity and Adventures of John Tanner 154 (October 9,1830);1
A Narrative of the Circumstances and Causes which led to the Failure of the Searching Expeditions sent by Government and others for the Rescue of Sir John Franklin 1726 (November 24,1860);1
Narrative of the Conquest of Finland by the Russians in the Years 1808-9 1394 (July 15,1854);1
Narrative of the Cretan War of Independence. Volume I 1919 (August 6,1864);1
A Narrative of the Cruise of the Yacht Maria among the Faroe Islands, in the Summer of 1854 1436 (May 5,1855);1
Narrative of the Defence of Kars, Historical and Military 1542 (May 16,1857);1
A Narrative of the Defence of Kars on the 29th September, 1855 1519 (December 6,1856);1
Narrative of the Discoveries on the North Coast of America 824 (August 12,1843);1
Narrative of the Earl of Elgin's Mission to China and Japan, in the Years 1857, '58, '59 1680 (January 7,1860);1
Narrative of the Embassy of Ruy Gonzalez de Clavijo to the Court of Timour, at Samarcand 1718 (September 29,1860);1
Narrative of the Euphrates Expedition carried on by order of the British Government 2201 (January 1,1870);1
Narrative of the Expedition of an American Squadron to the China Seas and Japan 1499 (July 19,1856);1
A Narrative of the Expedition sent by Her Majesty's Government to the River Niger in 1841 1084 (August 5,1848);1
Narrative of the Expedition to China 783 (October 29,1842);1
Narrative of the Expedition to Portugal in 1832. Two notices 296 (June 29,1833);1
Narrative of the Expedition to the Zambesi and its Tributaries 1986 (November 18,1865);1
Narrative of the Exploring Expedition to the Rocky Mountains, in the year 1842, and to Oregon and North Carolina in the years 1843 - 1844 960 (March 21,1846);1
Narrative of the French Revolution of 1848 1068 (April 15,1848);1
A Narrative of the Kaffir War of 1850 - 1851. Part II. 1276 (April 10,1852);1
Narrative of the late Expedition to Syria 741 (January 8,1842);1
Narrative of the late War in New Zealand 1856 (May 23,1863);1
Narrative of the Loss of the Regular, East Indiaman 1185 (July 13,1850);1
A Narrative of the March and Operations of the Army of the Indus 711 (June 12,1841);1
A Narrative of the Mission sent by the Governor-General of India to the Court of Ava in 1855 1582 (February 20,1858);1
Narrative of the Mutinies in Oude 1684 (February 4,1860);1
Narrative of the Niger, Tshadda, and Birue Exploration 1488 (May 3,1856);1
Narrative of the North China Campaign of 1860 1776 (November 9,1861);1
Narrative of the Origin and Formation of the International Association for obtaining a Uniform Decimal System of Measures, Weights, and Coins 1477 (February 16,1856);1
A Narrative of the Peninsular War. Second notice 167 (January 8,1831);1
A Narrative of the Peninsular War 166 (January 1,1831);1
Narrative of the Proceedings of Pedrarias Davila in the Provinces of Tierra Firme 1974 (August 26,1865);1
A Narrative of the Recovery of H.M.S. Gorgon. 1019 (May 8,1847);1
Narrative of the Second Campaign in China 758 (May 7,1842);1
Narrative of the Second Sikh War, in 1848 - 1849 1216 (February 15,1851);1
A Narrative of the Siege of Carlisle in 1644 and 1645 737 (December 11,1841);1
A Narrative of the Siege of Kars 1476 (February 9,1856);1
Narrative of the Spanish Marriage Treaty 2198 (December 11,1869);1
Narrative of the Surveying Voyage of H. M. S. Fly during the Years 1842-1846. 1032 (August 7,1847);1
Narrative of the Surveying Voyages of His Majesty's Ships Adventure and Beagle, between the years 1836 and 1836, Etc. Two notices 605 (June 1,1839);1
Narrative of the Travels and Adventures of Monsieur Violet 840 (December 2,1843);1
Narrative of the U. S.. Volumes III and IV 909 (March 29,1845);1
Narrative of the U. S. Exploring Expedition. Volume IV 910 (April 5,1845);1
Narrative of the United States' Expedition to the River Jordan and the Dead Sea 1131 (June 30,1849);1
Narrative of the United States Exploring Expedition. Volume II 902 (February 8,1845);1
Narrative of the United States Exploring Expedition. Volume V 930 (August 23,1845);1
Narrative of the United States Exploring Expedition during the Years 1838, 1839, 1840, 1841, 1842. Two notices 897 (January 4,1845);1
Narrative of the Voyage of H. M. S. Rattlesnake. Two notices 1262 (January 3,1852);1
Narrative of the Voyage of H.M.S. Samarang during the Years 1843 - 1846 1052 (December 25,1847);1
Narrative of the War in Affghanistan in 1838-9 670 (August 29,1840);1
Narrative of the War in China in 1860 1776 (November 9,1861);1
Narrative of Travels in Europe, Asia, and Africa in the Seventeenth Century. Volume II 1202 (November 9,1850);1
Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century. Volume I. Part II 979 (August 1,1846);1
Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century. Volume I 331 (March 1,1834);1
A Narrative of Travels on the Amazon and Rio Negro 1369 (January 21,1854);1
Narrative of Voyages and Commercial Enterprises 782 (October 22,1842);1
Narrative Poems 1249 (October 4,1851);1
Narratives and Adventures of Travellers in Africa 1644 (April 30,1859);1
Narratives from Criminal Trials in Scotland 1278 (April 24,1852);1
Narratives illustrative of the Contests in Ireland in 1641 and 1690 726 (September 25,1841);1
Narratives of Remarkable Criminal Trials 960 (March 21,1846);1
Narratives of some Passages in the Great War with France, from 1779 to 1810 1393 (July 8,1854);1
Narratives of Sorcery and Magic 1219 (March 8,1851);1
Narratives of the Days of the Reformation, chiefly from the Manuscripts of John Foxe, the Martyrologist 1749 (May 4,1861);1
Narratives of the Expulsion of the English from Normandy, 1449 - 1450 1895 (February 20,1864);1
Narratives of the Voyage of H. M. S. Herald during the Years 1845 - 1851 1320 (February 12,1853);1
Narratives of various Journeys in Balochistan, Afghanistan, and the Panjab 775 (September 3,1842);1
Narratives of Voyages towards the North-West in Search of a Passage to Cathay and India, 1496 to 1631 1136 (August 4,1849);1
Nasology 1086 (August 19,1848);1
Nasse's Agricultural Community of the Middle Ages and Inclosures of the Sixteenth Century in England 2273 (May 20,1871);1
Natal, Cape of Good Hope 1196 (September 28,1850);1
Nathalie 1203 (November 16,1850);1
Nathan the Wise: a Dramatic Poem 1708 (July 21,1860);1
Nathan the Wise 2130 (August 22,1868);1
Nathanael Greene 2063 (May 11,1867);1
The Nation 2233 (August 13,1870);1
The National Almanac. 1865 1960 (May 20,1865);1
The National Almanac and Annual Record for the Year 1863 1850 (April 11,1863);1
The National Almanack for the Year 1868 2100 (January 25,1868);1
The National and Domestic History of England. Volume I 2294 (October 14,1871);1
National Ballads, Patriotic and Protestant 760 (May 21,1842);1
The National Debt, and How to Pay it 1393 (July 8,1854);1
The National Debt Financially Considered 1634 (February 19,1859);1
National Debts 2270 (April 29,1871);1
National Defence in England 1244 (August 30,1851);1
The National Delt and Public (Funds);1
National Education not necessarily Governmental, Sectarian, or Irreligious 1198 (October 12,1850);1
National Education, what it is and what it should be. 1022 (May 29,1847);1
National Finance and Currency 1691 (March 24,1860);1
The National Gallery 919 (June 7,1845);1
The National Gallery 1321 (February 19,1853);1
The National Gallery 1322 (February 26,1853);1
The National Game of Canada. Warne's Bijou Books. La Crosse 2123 (July 4,1868);1
National Honours and their Noblest Claimants 2109 (March 28,1868);1
National Hymns 1788 (February 1,1862);1
The National Library of Select Literature. Part I. 1112 (February 17,1849);1
National Lyrics, and Songs for Music 337 (April 12,1834);1
The National Magazine. Part for May, 1858 1593 (May 8,1858);1
National Nursery Rhymes 2251 (December 17,1870);1
National Religious Education 606 (June 8,1839);1
National Rifle Association, 1860 1735 (January 26,1861);1
National School Teaching-what it is and what it is not 1022 (May 29,1847);1
National Self-Government in Europe and America 2213 (March 26,1870);1
National System of Penmanship 822 (July 29,1843);1
National System of Political Economy 1497 (July 5,1856);1
The National Weakness 1785 (January 11,1862);1
The Nationalities of Europe 1849 (April 4,1863);1
"Nationality; or, the Law relating to Subjects and Aliens 2184 (September 4,1869)";1
The Nations Around 2228 (July 9,1870);1
A Nation's Manhood 1729 (December 15,1860);1
The Nations of Refugees 1444 (June 30,1855);1
The Nations of Russia and Turkey and their Destiny 1397 (August 5,1854);1
The Native Irish, and their Decendants 974 (June 27,1846);1
The Native Races of the Russian Empire 1411 (November 11,1854);1
Natural Elements of Political Economy 1449 (August 4,1855);1
The Natural History, Ancient and Modern, of Precious Stones and Gems, and of the Precious Metals 1967 (July 8,1865);1
The Natural History and Habits of the Salmon 1158 (January 5,1850);1
Natural History for the Use of Schools and Families 1721 (October 20,1860);1
The Natural History of Animals. Volume II 1307 (November 13,1852);1
"The Natural History of ""Bores"" 1032 (August 7,1847)";1
A Natural History of British and Foreign Quadrupeds 703 (April 17,1841);1
The Natural History of British Entomostraca 1185 (July 13,1850);1
A Natural History of British Grasses. Volume I 1554 (August 8,1857);1
The Natural History of British Meadow and Pastoral Grasses 1598 (June 12,1858);1
The Natural History of Dee-side and Braemar 1478 (February 23,1856);1
Natural History of Enthusiasm 193 (July 9,1831);1
A Natural History of Ferns. Part III 1554 (August 8,1857);1
A Natural History of Ferns, British and Exotic. Parts I - VIII 1473 (January 19,1856);1
A Natural History of Ferns, British and Exotic 1720 (October 13,1860);1
The Natural History of Humbugs 1046 (November 13,1847);1
The Natural History of Ireland. Birds. Volumes I. II. III. 1246 (September 13,1851);1
The Natural History of Ireland. Volume IV 1523 (January 3,1857);1
Natural History of Man. Numbers 1, 2, and 3. 776 (September 10,1842);1
The Natural History of Man 2142 (November 14,1868);1
The Natural History of Man 2280 (July 8,1871);1
A Natural History of New and Rare Ferns 1812 (July 19,1862);1
Natural History of New York. Part I. 826 (August 26,1843);1
A Natural History of Quadrupeds and other Mammiferous Animals 673 (September 19,1840);1
The Natural History of Society 680 (November 7,1840);1
The Natural History of South Devon 673 (September 19,1840);1
Natural History of the Animal Kingdom 1504 (August 23,1856);1
The Natural History of the Diatomaceae. Part I 2289 (September 9,1871);1
Natural History of the Fishes of Massachusetts. Two notices 313 (October 26,1833);1
A Natural History of the Mammalia. Volume I. 1025 (June 19,1847);1
A Natural History of the Mammalia. Volume II 1154 (December 8,1849);1
Natural History of the Quadrupeds of Paraguay 601 (May 4,1839);1
The Natural History of the Salmon 1813 (July 26,1862);1
The Natural History of the Tineina. Volume I 1469 (December 22,1855);1
The Natural History of the Tineina. Volume II 1571 (December 5,1857);1
The Natural History of the Tineina. Volume III 1618 (October 30,1858);1
The Natural History of the Tineina. Volume IV 1666 (October 1,1859);1
The Natural History of the Tineina. Volume IX 1984 (November 4,1865);1
The Natural History of the Tineina. Volume V. Part II 1723 (November 3,1860);1
The Natural History of the Tineina. Volume VI, containing Depressaria. Part I 1768 (September 14,1861);1
The Natural History of the Tineina. Volume VII 1813 (July 26,1862);1
The Natural History of the Tineina. Volume VIII 1924 (September 10,1864);1
The Natural History of the Varieties of Man 1226 (April 26,1851);1
The Natural History of Tutbury. Together with The Fauna and Flora of the District surrounding Tutbury and Burton-on-Trent 1907 (May 14,1864);1
Natural History Transactions of Northumberland and Durham. Part I. Volume III 2230 (July 23,1870);1
The Natural Influence of Speech in raising Man above the Brute Creation 364 (October 18,1834);1
The Natural Laws of Husbandry 1852 (April 25,1863);1
Natural Philosophy for Beginner 715 (July 10,1841);1
Natural Science 1539 (April 25,1857);1
The Natural System of Learning to Read 2201 (January 1,1870);1
Natural Theology 1506 (September 6,1856);1
The Natural Wealth of California 2159 (March 13,1869);1
The Naturalist in Bermuda 1630 (January 22,1859);1
The Naturalist in Norway 2157 (February 27,1869);1
The Naturalist in Vancouver's Island and British Columbia 2019 (July 7,1866);1
The Naturalist on the River Amazon 1850 (April 11,1863);1
The Naturalist's Library - Bees 666 (August 1,1840);1
The Naturalist's Library. Volume 2 687 (December 26,1840);1
The Naturalist's Library. Volume II 335 (March 29,1834);1
The Naturalist's Library 631 (November 30,1839);1
The Naturalist's Poetical Companion 1012 (March 20,1847);1
A Naturalist's Ramble to the Orcades 2041 (December 8,1866);1
A Naturalist's Rambles on the Devonshire Coast 1355 (October 15,1853);1
A Naturalist's Sojourn in Jamaica 1254 (November 8,1851);1
The Nature and Affinities of Tubercle 2198 (December 11,1869);1
Nature and Art, or Reminiscences of the International Exhibition, 1862 2131 (August 29,1868);1
The Nature and Cultivation of Coffee 1994 (January 13,1866);1
The Nature and Dignity of Christ 187 (May 28,1831);1
Nature and Human Nature 1428 (March 10,1855);1
The Nature and Office of the State 1196 (September 28,1850);1
The Nature and Treatment of Deformities of the Human Frame 1360 (November 19,1853);1
The Nature and Treatment of (Gout);1
The Nature and Treatment of Gout and Rheumatic Gout 1893 (February 6,1864);1
The Nature, Cause, and Cure of Asthma 1567 (November 7,1857);1
"Nature; Napoleon's Entry to Hades; and other Poems 829 (September 16,1843)";1
The Nature of Christ's Presence in the Eucharist 1526 (January 24,1857);1
The Nature of Visible Magnitude 1480 (March 8,1856);1
"Nature; or, the Poetry of Earth and Sea 2304 (December 23,1871)";1
Nature Pictures 2299 (November 18,1871);1
The Nature-Printed British Sea-Weeds. Volume III 1713 (August 25,1860);1
The Nature-Printed British Sea-Weeds. Volume IV 1714 (September 1,1860);1
The Nature-Printed British Seaweeds. Volume I 1657 (July 30,1859);1
The Nature Races of the India Archipelago-Papuans 1366 (December 31,1853);1
Nature-Study 2172 (June 12,1869);1
The Nature, Symptons, and Treatment of Consumption 1360 (November 19,1853);1
Nature's Nobleman 2145 (December 5,1868);1
Nature's Parables 1999 (February 17,1866);1
The Naughty Girl of the Family 1992 (December 30,1865);1
The Nautical Almanac and Astronomical Ephemeris for the year 1834 305 (August 31,1833);1
The Nautical Almanac and Astronomical Ephemeris for the Year 1863 1669 (October 22,1859);1
The Nautical Almanac and Astronomical Ephemeris for the Year 1869 1978 (September 23,1865);1
Nautical Dictionary. Second edition 1882 (November 21,1863);1
Nautical Sketches 667 (August 8,1840);1
The Nautical Steam Engine 603 (May 18,1839);1
Naval Adventures 317 (November 23,1833);1
The Naval and Mail Steamers of the United States 1334 (May 21,1853);1
The Naval and Military Almanac 639 (January 25,1840);1
A Naval and Military Technical Dictionary of the French Language, in Two Parts 1349 (September 3,1853);1
A Naval Biographical Dictionary. New edition. Volume I 1764 (August 17,1861);1
Naval Club 790 (December 17,1842);1
Naval Financial Reform 1146 (October 13,1849);1
The Naval Lieutenant 1988 (December 2,1865);1
The Naval Sketch Book. Second Series. Two notices 336 (April 5,1834);1
The Navies of the World 1657 (July 30,1859);1
The Navigation (Laws);1
Navigation 2020 (July 14,1866);1
The Navy at Home 182 (April 23,1831);1
"The Navy: its Past and Present State; in a Series of Letters 1207 (December 14,1850)";1
Neander's History of the Christian Religion and Church. Volume I. 1038 (September 18,1847);1
The Neapolitan Question before Europe 1553 (August 1,1857);1
The Near and the Heavenly Horizons 1753 (June 1,1861);1
Near Home 1117 (March 24,1849);1
Near the Cloisters 2107 (March 14,1868);1
Nearer and Dearer 1563 (October 10,1857);1
A Nearly Literal Translation of Homer's Odyssey into Accentuated Dramatic Verse 2183 (August 28,1869);1
The Necessity for an Intermediate System of Education between the National Schools and Colleges of Ireland 1391 (June 24,1854);1
The Necessity of Security of Tenure illustrated in the Story of Ned 2210 (March 5,1870);1
"Ned Allen; or the Past Age 1158 (January 5,1850)";1
Ned Locksley, the Etonian 1874 (September 26,1863);1
Ned Myers 839 (November 25,1843);1
"The Negeb, or ""South Country"" of Scripture 1893 (February 6,1864)";1
A Neglected Fact in English History 1922 (August 27,1864);1
The Negroland of Arabs Examined and Explained 710 (June 5,1841);1
Neighbours and Friends 2116 (May 16,1868);1
The Neighbours of Russia, and History of the Present War to the Siege of Sebastopal 1419 (January 6,1855);1
Nellie or Truro 1493 (June 7,1856);1
Nellie's Memories 2145 (December 5,1868);1
Nelly Armstrong 1328 (April 9,1853);1
Nelly Brooke 2139 (October 24,1868);1
Nelly Carew 1684 (February 4,1860);1
Nelly Deane 1941 (January 7,1865);1
Nelly Miles 1943 (January 21,1865);1
"Nelly Nowlan; and other Stories 1955 (April 15,1865)";1
Nelson on the Slavery and the Slave Trade of the Brazils 973 (June 20,1846);1
Nelson Reminiscences 823 (August 5,1843);1
Nelson's Handbook to Scotland for Tourists 1713 (August 25,1860);1
Nemesis: a Poem, in Four Cantos 1794 (March 15,1862);1
The Nemesis of Power 1399 (August 19,1854);1
Neologie 1416 (December 16,1854);1
Neology 968 (May 16,1846);1
Neophilus 1001 (January 2,1847);1
Le Nepenthes 301 (August 3,1833);1
Neptune's Heroes 1724 (November 10,1860);1
The Nervous System and its Functions 768 (July 16,1842);1
Nesselblatter 303 (August 17,1833);1
The Nest Hunters 1835 (December 27,1862);1
A Nest of Gentlemen 1781 (December 14,1861);1
The Nestorians 708 (May 22,1841);1
The Nests at Washington, and other Poems 1906 (May 7,1864);1
The Netherbys of Otterpool 1591 (April 24,1858);1
Netherton on the Sea 2175 (July 3,1869);1
Netley Hall 1695 (April 21,1860);1
Nettie's Mission 2034 (October 20,1866);1
Neues aus der Geographie, Kartographie und Statistik Europa's und seiner Kolonien 2230 (July 23,1870);1
Neuralgia 1260 (December 20,1851);1
Never - For Ever 2085 (October 12,1867);1
Never Caught: Personal Adventures connected with Twelve Successful Trips in Blockade-Running during the American Civil War, 1863 - 4 2069 (June 22,1867);1
Never Forgotten 1957 (April 29,1865);1
The Nevilles of Garretstown: a Tale of 1790 1711 (August 11,1860);1
The New Actress and the New Play at the Adelphi Theatre 1880 (November 7,1863);1
New Aid to Memory 610 (July 6,1839);1
New America. Eighth edition 2166 (May 1,1869);1
New America 2047 (January 19,1867);1
The New American Cyclopaedia. Volume I 1588 (April 3,1858);1
A New and Complete Course, Theoretical and Practical, of strictly Graduated Grammatical and Idiomatic Studies of the French Language 1555 (August 15,1857);1
A New and Complete French and English and English and French Dictionary, on the basis of the Royal Dictionary 943 (November 22,1845);1
A New and Complete Gazetteer of the United States 1374 (February 25,1854);1
A New and Complete Treatise of the Art of Tanning, Currying, and Leather-Dressing, Etc 1970 (July 29,1865);1
New and Entertaining Dialogues in French and English 209 (October 29,1831);1
A New and General Notation of Life Contingencies 698 (March 13,1841);1
The New and Improved Practical Gardener 662 (July 4,1840);1
New and Popular History of England. Volumes III and IV. 1240 (August 2,1851);1
New and Popular History of England 1224 (April 12,1851);1
A New and Rational Explanation of the Diseases peculiar to Infants and Mothers 1756 (June 22,1861);1
The New and the Old 1654 (July 9,1859);1
A New Atmosphere 1946 (February 11,1865);1
The New Bankruptcy Act, 1869 2186 (September 18,1869);1
New Bibliographical Dictionary. I - IV 1645 (May 7,1859);1
New Brunswick 1018 (May 1,1847);1
New Charades for the Drawing-Room 1988 (December 2,1865);1
New Classical Dictionary of Biography, Mythology, and Geography 1212 (January 18,1851);1
The New Coinage in Relation to School Arithmetics 1478 (February 23,1856);1
New College, London: the Introductory Lectures delivered at the Opening of the College, October 1851 1264 (January 17,1852);1
The New Colony of Victoria, formerly Port Phillip 1224 (April 12,1851);1
A New Compendium of Ancient History, Geography, and Chronology, comparing the Testimony and showing the Agreement between Sacred and Profane History 1595 (May 22,1858);1
The New Cookery Book and Complete Manual of English and Foreign Cookery on Sound Principles of Taste and Science 2103 (February 15,1868);1
A New Dictionary of Quotations from the Greek, Latin, and Modern Languages 1621 (November 20,1858);1
New Dictionary of the German and French Language 943 (November 22,1845);1
"New Echoes; and other Poems 1937 (December 10,1864)";1
New Edinburgh Almanac 1055 (January 15,1848);1
The New El Dorado 1612 (September 18,1858);1
New Elements of Botany 182 (April 23,1831);1
New Elements of Geometry 1209 (December 28,1850);1
New Embossed Alphabet for the Blind 823 (August 5,1843);1
The New England Tragedies in Prose. I and II 2167 (May 8,1869);1
The New England Tragedies 2138 (October 17,1868);1
New English-Italian and Italian-English Dictionary 1383 (April 29,1854);1
New English-Spanish and Spanish-English Dictionary. Part I 1166 (March 2,1850);1
The New English Spelling-Book 1137 (August 11,1849);1
New Entozootic Malady 1943 (January 21,1865);1
The New Equilateral Telegraph 1294 (August 14,1852);1
New Essays on Art and Literature 1957 (April 29,1865);1
"The New ""Examen"" 1749 (May 4,1861)";1
New Exegesis of Shakespeare 1677 (December 17,1859);1
"The New Forest; its History and Scenery 1835 (December 27,1862)";1
A New French Grammar, according to the Standard of the French Academy, for the Use of English Learners 1013 (March 27,1847);1
A New French Grammar 934 (September 20,1845);1
A New French Grammar 1085 (August 12,1848);1
New General Biographical Dictionary. Parts I to III 659 (June 13,1840);1
New General Biographical Dictionary. Volumes I - XII 1541 (May 9,1857);1
New General Biographical Dictionary. Volumes XIII - XX 1560 (September 19,1857);1
A New Geography for Children 1440 (June 2,1855);1
