ID;Year;Author Ed.;Author;Translator;Short Title;Title;Publisher;Format;Review Reference;Catalogue Numbers;Notes;Further Editions
1790_15;1790;ANON.;ANON.;;LAURA;"LAURA; OR, ORIGINAL LETTERS. IN TWO VOLUMES. A SEQUEL TO THE ELOISA OF J. J. ROUSSEAU, FROM THE FRENCH.";London: Printed for W. Lane, Leadenhall-Street, 1790.;"I 147p; II 158p. 8vo [CR has 12mo ]. 6s (CR), 5s sewed (SJC).";"CR 70: 218-19 (Aug 1790); AF II: 2474.";"CSmH 213172; ESTC n054219.";"Not by Rousseau (see Grieder). Sequel to Jean-Jacques Rousseau's Lettres de deux amans (Amsterdam, 1761), later better known as La Nouvelle Heloise; trans. as Eloisa by William Kenrick 1761, JR 666; AFI:1497. . 2 pp. advs. end vol. 2. Epistolary. Adv., 'A Work in High Estimation', SJC 17-20 July 1790.";
1790_16;1790;ANON.;ANON.;;LOUISA;"LOUISA; OR, THE REWARD OF AN AFFECTIONATE DAUGHTER. A NOVEL, IN TWO VOLUMES.";London: Printed for T. Hookham, New Bond:..Street, 1790.;"I 197p; II 199p. 12mo. 5s (CR), 5s sewed (MR, SJC).";"CR 69: 118 (Jan 1790); MR n.s. 3: 475 (Dec 1790); AF II: 2607.";"BL 12612.aaa.36; EM 167: 3; ESTC t066378 (NA TxU).";3 pp. advs end vol. 1. Epistolary. Adv. SJC 2-5 Jan 1790.;
1790_17;1790;ANON.;ANON.;;*LUCINDA HARTLEY;"*LUCINDA HARTLEY; OR, THE ADVENTURES OF AN ORPHAN, CONTAINING THE HUMOROUS HISTORY OF MR. GOODWIN. BY THE AUTHOR OF LORD WINWORTH, &C.";London: Allen (CR).;2 vols. 12mo. 5s (CR).;"CR 69: 476 (Apr 1790);AF II: 2630.";No copy located.;"Lord Winworth 1787: 16. Also by same author: Maria Harcourt (1788: 22); Phoebe (1788: 28); William and Charles (1789: 29); and Frederick and Alicia ( 1791: 12). German trans. Leipzig, 1792 (Lucinde oder H errn Simon Goodwins medicinische Leiden) (Price).";
1790_18;1790;ANON.;ANON.;;LUCRETIA;"LUCRETIA; OR, VIRTUE THE BEST DOWRY. IN TWO VOLUMES.";London: Printed by L. Wayland, for T. Vernor, Birchin-Lane, Cornhill, 1790.;"I 207p; II 17lp. 12mo. 5s sewed (MR, DWR), 5s (SJC).";"MR n.s. 3: 475 (Dec 1790); AF II: 2632.";"BL RB.23.a. 7328; ESTC t223449.";"1 p. advs. end both vols. Post-dated; adv. as published DWR 7 Dec 1789 and LC 66: 550 (5-8 Dec 1789). Adv. SJC 22-24 Mar 1791. German trans. Dresden, 1791 (Lukretia Harris; oder, Tugend ist die beste Mitgabe) (RS).";
1790_19;1790;ANON.;ANON.;;THE MAID OF KENT;THE MAID OF KENT. 1790;London: Printed for T. Hookham, New Bond-Street, 1790.;"I 245p; II 248p; III 220p. 12mo. 9s (CR), 9s sewed (MR, SJC).";"CR69: 592 (May 1790); MRn.s. 3: 90 (Sept 1790);AF II: 2690.";"BL 12613.aa.17; EM 160: I; ESTC t068750 (BIO; NACSmH,MBNEH, MnU).";3 pp. advs. end vol. 1 and 4 pp. end vol. 3. BL copy lacks t.p. to vol. 1. 495 Hookham's adv. for this book at end vol. 1 of Eliza Kirkham Mathews' Memoirs of a Scots Heiress ( 1791: 50) says that The Maid of Kent is 'by the Author of Travelling Anecdotes'. Adv. SJC 18-20 May 1790.;
1790_20;1790;ANON.;ANON.;;MEMOIRS AND OPINIONS OF MR;MEMOIRS AND OPINIONS OF MR. BLENFIELD. BY THE AUTHOR OF TALES OF SYMPATHY.;London: Printed for W. Lane, Leadenhall-Street, 1790.;"I viii, 244p; II 249p. 12mo. 5s (CR), 6s sewed (SJC).";"CR 69: 592 (May 1790); AF II: 2820.";"MH-H *EC75.Al00.790m2; EM 1011: 6; ESTC n010527 (BI BL; NA PPL).";"Apology 1, v-viii. 1-p. adv. end vol. 2 for the same author's Tales, Entertaining and Pathetic; Inscribed to the Heart ( 1788: 37) quotes review comment. Adv., 'In the Press, and shortly will be published', SJC 7-10 Aug. 1790.";
1790_21;1790;ANON.;ANON.;;MEMOIRS OF MARIA;MEMOIRS OF MARIA, A PERSIAN SLAVE.;London: Printed for G. G. J. and J. Robinson, Paternoster-Row, 1790.;"I xiii, l 76p; II 199p. 8vo [MR and CR have 12mo]. Ss (CR), 6s boards (MR), Ss boards (SJC 1790), 6s sewed (SJC 1791).";"CR n.s. 1: 349-50 (Mar 1791 ); MR n.s. 4: 229 (Feb 1791 ); AF II: 2827.";"BL 12612.aa.23; EM 332: 1; ESTC t067639 (BI C; NA CaAEU, CSmH, IU).";"Dedication to Lady St George I, v-viii; preface ix-xiii; unn. 12-pp. list of subscribers. Adv., 'Next Week will be published', SJC 4-7 Dec 1790. Adv. SJC 8-10 Mar 1791.";
1790_22;1790;ANON.;ANON.;;NORMAN AND BERTHA;"NORMAN AND BERTHA; OR, EXALTED ATTACHMENT. A NOVEL.. IN TWO VOLUMES. WRITTEN BY A LADY.";London: Printed at the Logographic Press and sold by J. Walter No. 169. Piccadilly, 1790.;"I missing; II 204p. 12mo. 6s (CR), 6s sewed (SJC).";"CR 70: 97 (July 1790); AF II: 3077.";"PC-S [ vol. 2 only]; ESTC t2 l 0623.";"Owner reports that novel was taken by her great-grandmother from Yorkshire to South Australia in 1855; has bookplate of a previous owner, Capt. Spawforth of the 28th Light Dragoons. Adv. SJC 5-8 June 1790.";
1790_23;1790;ANON.;ANON.;;*THE ORPHAN MARION;*THE ORPHAN MARION: OR, THE PARENT REWARDED.;London: Published for T. Vernor, No. 10, Birchin-Lane, Cornhill (SJC), 1790 (MR).;2 vols. 12mo. Ss (CR), Ss sewed (MR, SJC).;"CR n.s. 1: 469 (Apr 1791); MRn.s. 4: 228 (Feb 1791 ); AF II: 3182.";No copy located.;Adv. SJC 25-27 Nov 1790. German trans., said to be from the English, Weissenfels and Leipzig, 1791 (Die Waise Marion, vol. 1 of Geist der neuesten auslandischen Romane) (RS).;
1790_24;1790;ANON.;ANON.;;THE PERFIDIOUS GUARDIAN;"THE PERFIDIOUS GUARDIAN; OR, VICISSITUDES OF FORTUNE, EXEMPLIFIED IN THE HISTORY OF LUCRETIA LAWSON. IN TWO VOLUMES.";"London: Printed and sold by T. Wilkins, Aldermanbury. Sold also by J. Bew, Paternoster- Row; T. Hookham, New Bond-Street; J. Murray, Fleet-Street; and w. Richardson, Royal Exchange, 1790.";"I xi, 206p; II 237p. 12mo. 6s (CR).";"CR 70: 455 (Oct 1790); AF II: 3307.";"BLC.175.m.37; EM 5903: 7; ESTC 027127 (NACSmH, PU).";Epistolary.;
1790_25;1790;ANON.;ANON.;;THE PERJURED LOVER;"THE PERJURED LOVER, OR THE HISTORY OF THOMAS BEAUMONT, AN OXFORD STUDENT, AND MISS LUCIA BANNISTER, SHEWING HOW AFTER THE DEATH OF HER FATHER, SHE WAS UNDER THE GUARDIANSHIP OF MR. SLYMAN, WHO WISHING TO GET HER FORTUNE, (WHICH WAS FIVE THOUSAND POUNDS) INTO HIS POSSESSION, COURTED AND MARRIED HER MOTHER, AND IN A SHORT TIME, BY CRUEL USAGE, BROKE HER HEART. MISS LUCIA BECOMES ACQUAINTED WITH MR. FRIENDLY, HAS MANY SUITORS, BUT NONE OF THEM SUCCEED IN HER GOOD GRACES, AS HER FORTUNE SEEMS TO BE THEIR ONLY OBJECT. MR. BEAUMONT, A RELATION OF MR. FRIENDLY'S, ARRIVES FROM THE UNIVERSITY, HIS AGREEABLE CONVERSATION ENGAGES LUCIA, HE WRITES TO HER, AND TAKES EVERY METHOD WHICH CUNNING CAN MAKE USE OF TO RUIN HER; HE LEAVES HER AFTER MANY PROTESTATIONS TO MARRY HER, BUT IN THE END TOTALLY FORSAKES HER. SHE PROVES WITH CHILD, HER FATHER-IN-LAW DIES AFTER HAVING SQUANDERED AWAY HER FORTUNE AT A GAMING TABLE, LUCIA TAKES LODGINGS IN LONDON, IS DELIVERED OF A BOY, WHICH IS GOT INTO THE FOUNDLING HOSPITAL. LUCIA TAKES TO DRINKING; DIES OF A CONSUMPTION; AND BEAUMONT HAVING GOT A COMMISSION IN THE ARMY, IS KILLED IN A DRUNKEN BRAWL, AND CONFESSES IT IS DIVINE JUSTICE FOR HAVING BEEN GUILTY OF SEDUCTION AND PERJURY. TO WHICH IS ADDED, ORIGINAL LETTERS FOUND AFTER THE DEATH OF LUCIA, IN A BOX, IN HER APARTMENTS.";London: Printed and sold by T. Sabine, at No. 81, Shoe Lane, Fleet-Street, n.d. [ESTC: 1790?];35, 29p. 8vo. 6d (t.p.).;;"BL 12613.c.6; EM 200: 5; ESTC t077674.";"Frontispiece. Text starts on p. 3. The title story occupies pp. 3-35; t~en the pagination starts again at 1 with 'The Generous Husband; or, the Amours of Arabella (1-7) and several more short pieces (7-29). A separate edn. London, n.d. [ 1790?], ESTC t224643 (Hambleton).";
1790_26;1790;ANON.;ANON.;;SEMPRONIA;SEMPRONIA. IN THREE VOLUMES.;London: Printed for W. Lane, Leadenhall-Street, 1790.;"I 206p; II 222p; III 260p. 12mo. 9s sewed (MR, SJC), 9s (CR).";"CR 70: 698-9 (Dec 1790); MRn.s. 4: 343 (Mar 179l);AF II: 4013.";"BL 12622.pp.4; EMf; ESTC t205487.";By same author as Elvira (1796: 6). ESTC: Author's presentation copy, with ms. corrections. 2 pp. advs. end vols. 1 and 2, and 4 pp. end vol. 3. Epistolary. Adv. SJC 6-9 Nov 1790.;
1790_27;1790;ANON.;ANON.;;*THE SLAVE OF PASSION;*THE SLAVE OF PASSION: OR, THE FRUITS OF WERTER. A NOVEL.;London: Richardson, 1790.;2 vols. 12mo. 5s (EngR).;EngR 16: 67 (July 1790).;No copy located.;"Epistolary. Die leiden des jungen Werthers (Leipzig, 1774) trans. as 1779: 10. New edn. adv. SDA 6 Jan 1791 with quotation from EngR. Further edns: Dublin, 1790 ( CtY) xESTC; Philadelphia, 1802 (NUC, NSTC). EngR: 'Mu~h as we_ dislik~ imitations, this o?vious copy of a very beautiful and interesting performance is not without its charms. There is nature and novelty enough in these volumes to reward a perusal. We are not sure, however, that the author's laudable intention of defeating the effects ofWerter' s principles will be answered by the means he adopts.'";
1790_28;1790;ANON.;ANON.;;SYDNEY AND EUGENIA;SYDNEY AND EUGENIA: A NOVEL. IN TWO VOLUMES. BY A LADY.;"London: Printed and Sold by T. Wilkins, No. 23, Aldermanbury. Sold also by J. Bew, Paternoster-Row; J. Murray, Fleet-Street; W. Richardson, Royal Exchange; and T. Hookham, New Bond-Street, 1790.";"I 304p; II 322p. 12mo. 6s (CR), 6s sewed (SJC).";"CR 70: 97 (July 1790); AF II: 4328.";;;
1790_29;1790;ANON.;ANON.;;*TALES OF IMAGINATION ON MORAL AND INTERESTING SUBJECTS;*TALES OF IMAGINATION ON MORAL AND INTERESTING SUBJECTS: CONTAINING, THE DRUID. THE MANDARIN. THE HIGHLANDERS. THE HOTTENTOT. THE SWISS MINER. THE VENETIAN.;London: Walter.;2 vols. 12mo. 6s (CR).;"CR 70: 220 (Aug 1790); AF II: 4340.";No copy located.;Further edn: Dublin, 1790 (Printed for R. White, 1 vol., 12mo), ESTC n049144. Dedication in Dublin edn. (to Lady Caroline Paget) is signed 'Tamary Eliz. Hurrell' but ESTC notes that she is identified as the compiler's friend.;
1790_30;1790;ANON.;ANON.;;A TRIP TO WEYMOUTH;A TRIP TO WEYMOUTH. A NOVEL. IN TWO VOLUMES.;London: Printed for W. Lane, Leadenhall-Street, 1790.;"I l 76p; II 159p. 8vo [CR has 12mo]. 6s (CR), Ss sewed (SJC).";"CR n.s. 3: 235 (Oct 1791); AF II: 4528.";"BL 012612.df.22; EM 227: 5; ESTC t067648 (NA CtY-BR).";1 pp. advs. end vol. 2. Adv. SJC 3-5 Aug 1790.;
1790_31;1790;ANON.;ANON.;;THE TRIUMPHS OF CONSTANCY;THE TRIUMPHS OF CONSTANCY: A NOVEL. IN A SERIES OF LETTERS.;London: Printed at the Logographic Press and sold by J. Walter, No. 169, Piccadilly, 1790.;"I 215p; II 187p. 12mo. 6s (CR), Ss sewed (SJC).";CRn.s. 1: 471 (Apr 1791).;"MdE PR5189.P8T8391805; ESTC n048330.";Epistolary. MdE catalogue notes attribution to Samuel Jackson Pratt. Adv. SJC 26-28 Oct 1790.;
1790_32;1790;ANON.;ANON.;;VALENTINE;VALENTINE. A NOVEL. IN TWO VOLUMES.;London: Printed for W. Lane, Leadenhall-Street, 1790.;"I iv, 160p; II 172p. 8vo [CRandadvhave 12mo]. 5s (CR), Sssewed (SJC).";"CR 69: 477 (Dec 1790); AF II: 4587.";"BL 12611.aa.20; EM 235: 6; ESTC t108467 (BI 0).";"Preface 1, i-iv. Epistolary. Adv., 'In the Press, and shortly will be published', Valentine; A Soldier's Tale, SJC 3-5 Aug 1790 Adv. as Valentine; A Soldier's Tale at end of vol. 2 of Frances Brooke's History of Charles Mandeville ( 1790: 39).";
1790_33;1790;ANON.;ANON.;;*THE VICTIM OF A VOW;"*THE VICTIM OF A VOW; OR THE DANGERS OF DUPLICITY.";London: Symonds (MR), the Literary Press (SJC).;2 vols. 12mo. 6s (CR), 6s sewed (MR> SJC) 1790 (MR).;"CRn.s. 3: 356 (Nov 1791); MRn.s. 5: 467 (Aug 179l);AFII:4612.";No copy located.;Adv., 'From the Literary Press ... Sold at No. 62, Wardour-Street, Soho', SJC 5-7 Apr 1791.;
1790_34;1790;ANON.;ANON.;;THE WHIM;"THE WHIM; OR, THE MUTUAL IMPRESSION. A NOVEL. IN TWO VOLUMES. BY A LADY.";London: Printed and sold (for the Author) by S. Ford, No. 42, Little Britain, 1790.;"I 144p; II 107p. 12mo. 5s (CR), 4s sewed (adv.).";CRn.s. 2: 355 (July 1791).;"CtY Im.W577.790; ESTC n066790.";13-pp. list of subscribers end vol. 2. Epistolary.;
1790_35;1790;ANON.;ANON.;;THE WREATH OF FRIENDSHIP;"THE WREATH OF FRIENDSHIP; OR, A RETURN FROM INDIA. A NOVEL, IN A SERIES OF LETTERS. IN THREE VOLUMES.";London: Printed for William Lane, Leadenhall-Street> 1790.;"Ix, 240p; II 264p; III 283p. 12mo. 9s (EurM); 7s 6d sewed (adv.).";EurM 17: 344 (May 1790).;"PU Singer-Mend.3991.Al.W74.1790; ESTCn025503.";Dedication to Mrs Montague. 2 pp. advs. follow preface, as pp. [xi]-[xii) in vol. I. Epistolary. Adv. end vol. 3 of Sempronia ( 1790: 26). Furtheredn: Dublin, 1790 (Printed for P. Wogan, P. Byrne, J. Parker> W. M,Kenzie,J. Moore [and 4 others in Dublin], 2 vols., 12mo), EM 216: 3, ESTCt086190. . Eur M: 'Those who love to have their hearts torn to tatters by the force of tender feelings, have an opportunity of enjoying the painful pleasure by the perusal of many parts of t?is novel. ... these volumes may be safely perused, without giving offence to the under5tandmg or corrupting the heart.,;
1790_36;1790;[ADAIR, James Makittrick].;ADAIR, James Makittrick.;;ANECDOTES OF THE LIFE;"ANECDOTES OF THE LIFE, ADVENTURES, AND VINDICATION, OF A MEDICAL CHARACTER, METAPHORICALLY DEFUNCT. TO WHICH ARE PREFIXED OR SUBJOINED A DEDICATION TO CERTAIN RESPECTABLE PERSONAGES; A CURIOUS DRAMATIC DIALOGUE; AND AN APPENDIX, CONTAINING AN EXPOSTULATORY EPISTLE, ADDRESSED TO COUNSELLOR ABSQUE, ON HIS CONDUCT AT A LATE TRIAL AT WINCHESTER, SUNDRY VOUCHERS, AND SPECIMENS OF LATIN AND ENGLISH POETRY. PUBLISHED FOR THE BENEFIT OF THE TIN MINERS OF CORNWALL, BY BENJAMIN GOOSEQUILL AND PETER PARAGRAPH.";London: Sold by P. J. Bateman, No. 21, Devonshire Street, 1790.;xxxii, 370p. 8vo. 4s boards (AR).;ARS: 101-102 (Sept 1790).;"BL RB.23.a.8493; ESTC n030264 (NA DNLM).";"1 p. advs. on verso of t.p. Preface by Benjamin Goosequill and Peter Paragraph i-vii; Editor's Preface ix-xvi signed F.G; dedication to 'Mrs. Anna Taylor, Her Guardians, Lawyers, and Associates' xvii-xxxii Appendix 353-70.";
1790_37;1790;BALLIN, {Rossetta}.;BALLIN, Rossetta.;;THE STATUE ROOM;THE STATUE ROOM: AN HISTORICAL TALE. BY MISS BALLIN. IN TWO VOLUMES.;London: Printed for H. D. Symonds, Paternoster-Row, 1790.;"Ix, 168p; II 145p. 8vo [CR has 12mo]. 5s (CR), 5ssewed (SJC).";"CR 69: 477 (Apr 1790); AF II: 205.";"BL 12611.bbb.5; EM 8143: l; ESTC t033006 (NA ICN, TxHR).";"Text of novel starts on p. 9 in vol. 1 and on p. 5 in vol. 2. Dedication to the Countess of Duncannon signed 'Rossetta Ballin, Swan Street, Jan. 24, 1790' 1, v-vi; preface also numbered v-vi followed by xi-x. Epistolary. Adv. SJC 6-9 Feb 1790; The Statue-Room, an Historical-Tale. (Founded on the History of England during the Reign of Queen Elizabeth).";
1790_38;1790;BONHOTE, [Elizabeth].;BONHOTE, Elizabeth.;;ELLEN WOODLEY;"ELLEN WOODLEY. A NOVEL, IN TWO VOLUMES. BY MRS. BONHOTE, AUTHOR OF PARENTAL MONITOR. OLIVIA; OR, DESERTED BRIDE. AND DARNLEY VALE; OR, EMILIA FITZROY.";London: Printed for William Lane, Leadenhall-Street, 1790.;"I 192p; II 192p. 12mo. 5s (CR), 5s sewed (MR).";"CR 69: 592 (May 1790); MR n.s. 2: 351 (July 1790); AF II: 402.";"MH-H *EC75.B6415 790e; EM 1002: 6; ESTC n000748 (NA CaAEU; EA TALn [vol. 2 only]).";"Olivia 1787: 30; Darnley Vale 1789: 33. French trans. Paris, 1795 (Helene Woudlei) (DBI); German trans. Leipzig, n.d. (Ellen Woodley) (RS).";
1790_39;1790;BROOKE, [Frances].;BROOKE, Frances.;;THE HISTORY OF CHARLES MANDEVILLE;THE HISTORY OF CHARLES MANDEVILLE. IN TWO VOLUMES. A SEQUEL TO LADY JULIA, BY MRS. BROOKE.;London: Printed for W. Lane, Leadenhall Street, 1790.;"I viii, 185p; II l8lp. 12mo. 5s (CR), 5s sewed (SJC).";"CR 69: 476 (Apr 1790); AF II: 481.";"BL 1607/4026; ESTC t122953 (NA CtY-BR, MH-H, PU).";"Vol. 1 pagination continuous Roman-Arabic; text of novel starts on p. 9 in both vols. 3 pp. advs. end both vols. Epistolary. The History of Lady Julia Mandeville 1763, JR 769, AF I: 257. Adv. SJC 14-17 Aug. 1790.";Dublin, 1790 (Printed for Chamberlaine and Rice, P. Wogan, P. Byrne, H. Colbert, W. McKenzie [and 6 others in Dublin], 1 vol., 12mo), ESTC t120736.
1790_40;1790;"CAMBON, [Maria Geertruida] de; [HALL, John ].";"CAMBON, Maria Geertruida de; HALL, John ."; HALL, John ;YOUNG GRANDISON;YOUNG GRANDISON. A SERIES OF LETTERS FROM YOUNG PERSONS TO THEIR FRIENDS. TRANSLATED FROM THE DUTCH OF MADAME DE CAMBON. WITH ALTERATIONS· AND IMPROVEMENTS. IN TWO VOLUMES.;London: Printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1790.;"I 305p; II 230p. 12mo. 6s sewed (MR), Ss sewed or 6s bound (SJC).";"MRn.s. 3: 222-3 (Oct 1790);AF II: 1779.";"C 7746.d.59; EM 2730: 4; ESTC t117994 (BI BL, E, Eu &c.; NA ICN, NcD, PU &c.; EA SU [vol. 1 only], ZWTU).";"Trans. of De Kleine Grandisson, ofde gehoorzame zoon (The Hague, 1782); 2nd e_dn., with 2 additional vols., Dejonge Grandisson (The Hague, 1786). Joh~son's _adv. for vanou~ publications by Mary W ollstonecraft LC 77: 36 ( 8-10 Jan 1795) claims this trans. as hers, BLC notes that the 'alterations and improvements, are by Wollstonecraft. 2-pp. prefatory advertisement beginning vol. 1. 3-pp. 'Catalogue of Books composed for the Use of Children and young Persons, end vol. 1. 1 p. advs. for school books end vol. 2. Epistolary. Adv., 'Speedily will be published', MC 19 Jan 1788. Adv. SJC 3-6 Apr 1790: 'This work is an abridgement of a more voluminous one, intended to fix, by a lively example of early virtue, social duties on the firmest basis in the tender hearts of youth, to form the temper, and open the understanding. For which last purpose the authour has interspersed some little introductory hints relative to Natural Philosophy.' Furtheredn: Dublin, 1790 (PrintedbyWilliamJones,2 vols., 12mo), ESTCtl 18809. 3 ESTC entries also for trans. of Arnaud Berquin's Le petit Grandisson, traduction libre du hollandais (trans. as The History of Young Grandison) itself a trans. of de Cambon, although ESTC does not note this: t089083, n052266 and t090040. NSTC lists French trans. in 1816.";
1790_41;1790;[COMBE, William].;COMBE, William.;;THE DEVIL UPON TWO STICKS IN ENGLAND;THE DEVIL UPON TWO STICKS IN ENGLAND. BEING A CONTINUATION OF LE DIABLE BOITEUX OF LE SAGE [vols. 1-4]. THE DEVIL UPON TWO STICKS IN ENGLAND: BEING A CONTINUATION OF LE DIABLE BOITEUX OF LE SAGE. VOL. V / VOL. VI.;"London: Printed at the Logographic Press; and sold by J. Walter, No. 169, Piccadilly; and W. Richardson, under the Royal Exchange, 1790 [ vols. 1-4].  London: Printed at the Logographic Press; and sold by J. Walter, No. 169, Piccadilly; and The principal Booksellers in Town and Country, 1791 [ vols. 5-6]. ";"I vii, 228p; II 243p; III 234p; IV 256p; V 271p; VI 239p. 12mo. Vols. 1-4 12s (CR, SJC), vols. 5-6 6s (SJC). Vols. 1-4 ";"CR 70: 219 (Aug 1790);AF II: 805; vols. 5-6 AR 13: 216--18 (June 1792); AF II: 806. C Rom.76.100- [vols.1-4}, BL 12613.bb.8 [vols. 5-6]; EM 2009: 2 [vols. 1-4], EM 200: 3 [vols. 5-6]; ESTC t063646 (BI BL, D; NA CaOLU, PU, ViU &c.) [vols. 1-4], ESTC t129268 (BI C, D; NA CaAEU, CLU-S/C, NjP &c.) [vols. 5-6].";;Preface 1, v-vii. 6 introductory parts first published in Daily Universal Register between 20 June and 8 Sept 1787 (Hamilton). Vols. 5-6 adv. SJC 31 May-2 June, 1791. ;"Dublin, 1790 (Printed by Zachariah Jackson, for W. Jones), ESTC n008911; London, 1790-91, ESTC n008914; London, 1791, EM 200: 2, ESTC t063645; London, 1811 (WC, NSTC); London, 1817 (WC). German trans. Berlin and Leipzig, 1792 (Der Teufel Asmodi Hinkelstein und sein Befreyer in England) (Price)."
1779_10].;1779;;;;1790;  1790: 43 GOMERSALL, {A}[nn]. THE CITIZEN, A NOVEL. IN TWO VOLUMES, BY MRS. GOMERSALL OF LEEDS, AUTHOR OF ELEONORA.;"London: Printed for Scatcherd & Whitaker, Ave-Maria-lane; and sold by Binns, Leeds, and Edwards and Son, Halifax, 1790.";"Ix, 217p; II 21 lp. 12mo. 6s (CR), 6s sewed (MR).";"CR n.s. 2: 355 (July 1791); MR n.s. 3: 223 (Oct 1790); AF II: 1663.";"BL N.2353,2354; EM 8714: 1; ESTC t088969.";On author's name see note to 1789: 42. Epistolary. Dedication to Viscountess Irwin, signed A. Gomersall. List of subscribers i-x. Text of novel starts on p. 5 in vol. 1 and p. 3 in vol. 2. 1 p. advs. end vol. 2. Eleonora 1789: 42.;
1790_44;1790;[GORJY, Jean-Claude].;GORJY, Jean-Claude.;;BLANSAY;BLANSAY. A NOVEL. TAKEN FROM THE FRENCH BY THE AUTHOR OF VICTORINA, LOUISA, AND NINA, &C. IN TWO VOLUMES.;London: Printed for W. Lane, Leadenhall-Street, 1790;"I 175p; II 224p. 8vo [CR has 12mo]. 5s (CR and adv.).";"CR 69: 357 (Mar 1790); AF II: 1676.";"CU-BANC PQ1985.G8.B513 1790; xESTC.";"Trans. of Blanfay (London and Paris, 1788). Victorina 1790: 45; Louis and Nina 1789: 43. Adv. end vol. 2 of The Baron of Mans tow ( 1790: 4) as Blansay: a Tale of Incidents in Life. (From the French.). Adv., 'A Work of the first Merit in theNovelLineeverpublishedatParis ... In Two neat Volumes', SJC 26-28 Aug 1790: 'It would be too much to intrude on the Publick with the merit of this Book; Suffice it to say, so rapid was its sale in France, that an impression of near five thousand were sold in a week from its publication; and that the translation has been made in that stile that cannot fail to amuse and entertain the English reader. The characters are natural and well drawn, the plot entertaining, the circumstances such as are in common life, the language pleasing and affecting, and the denouement will not fail of interesting the mindUpon the whole, in an entertaining kind, it is such as may be fully recommended for novelty, amusement, and variety.' ESTC has 3 entries for French versions of Blanfay probably printed in Paris but with false London imprints: 1788, EM 203: 4, ESTC t131171; 1789, EM 4583: l, ESTC t131099; 1789, ESTC n015124.";
1790_45;1790;[GORJY, Jean-Claude].;GORJY, Jean-Claude.;;VICTORINA;VICTORINA, A NOVEL. BY THE AUTHOR OF BLANSAY, LOUIS AND NINA, &C. TRANSLATED FROM THE FRENCH.;London: Lane, Minerva, Leadenhall-Street (SJC), { 1790].;"I 222p; II l 79p. 12mo. 5s (CR, adv.), 7s (SJC).";"CR69: 713 (June 1790);AFII: 1680.";"NN NKT; xESTC.";"Trans. of Victorine (Paris, 1789). T.ps. missing in both vols. 5 pp. advs. end vol. 2. Blansay 1790: 44; Louis and Nina 1789: 43. Adv. end vol. 2 The Baron of Manstow ( 1790: 4) as Victorina: an interesting and incidental Tale. (From the French.) Adv. SJC 20-22 Dec 1791. ESTC has a 1789 French version of Victorine with a false London imprint (probably French provincial printing): EM 2125: 18, ESTC t120286.";
1790_46;1790;[GRAVES, Richard].;GRAVES, Richard.;;PLEXIPPUS;PLEXIPPUS: OR, THE ASPIRING PLEBEIAN.;London: Printed for J. Dodsley, Pall-Mall, 1790.;"I xii, 220p; II 219p. 12mo. 6s (CR), Ss sewed (MR, SJC).";"CR 70: 97 (July 1790); MRn.s. 5: 225 (June 179l);AFII: 1697.";"BL 12612.bb.l 7; EM 133: 4; ESTC t064743 (BI C; EA ZWTU).";"'The Preamble; by the Editor' 1, iii-xii. Adv. SJC 26-29 June 1790. German trans. Weissenfels and Leipzig, 1793 (Plexippus, oder der emporstrebende Burgerliche) (RS).";
1790_47;1790;[GREEN, Sarah].;GREEN, Sarah.;;*CHARLES HENLEY;*CHARLES HENLEY: OR, THE FUGITIVE RESTORED.;London: Lane.;2 vols. 12mo. Ss (CR), Ss sewed (MR).;"CR 70: 219 (Aug 1790); MR n.s. 4: 92 (Jan 1791); AF II: 1712.";No copy located.;Author attribution: FC, Blakey.;
1790_48;1790;{HERON, M}[ary].;HERON, Mary.;;THE CONFLICT;THE CONFLICT. A SENTIMENTAL TALE IN A SERIES OF LETTERS.;Newcastle: Printed by Hall and Elliot, 1790.;"I 16lp; II 166p. 12mo.";;"NCp L823H562/XHI4; ESTC t204297.";"2-pp. preface ( unn.) signed M. Heron; the author proclaims that she has _'beStowe? more attention on the morality, than either the diction or the incidents of the following pages · Epistolary. Furtheredn: London, 1793 (MR, CR), xESTC. Newcastle edn. not reviewed; 1793 London edn. (Deighton) rev. CR n.s. 9: 357-8 (Nov 1793); MRn.s.11: 343 (July 1793).";
1790_49;1790;[HERVEY, Elizabeth].;HERVEY, Elizabeth.;;LOUISA;"LOUISA. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF MELISSA AND MARCIA; OR, THE SISTERS.";London: Printed for T. Hookham, New Bond-Street, 1790.;"I 25lp; II 258p; III 27lp. 12mo. 9s (CR), 9s sewed (SJC).";"CR 70: 96 (July 1790); AF II: 1928.";"MH-H *EC8.H4453.7901; EM 997: 2; ESTC n003033 (NA ViU).";Melissa and Marcia 1788: 58. Adv. SJC 2-5 Jan 1790.;Dublin, 1790 (Printed for P. Wogan, P. Byrne, J. Moore, J. Jones, Grueber and McAllister, and W. Jones, 2 vols., 12mo), EM 5093: 8, ESTC tl 18421.
