"";"id";"date";"author";"gender";"title";"publication";"format";"cat";"notes";"further_eds"
"1280";"1817A025";"1817.";"Alicia Margaret ENNIS ";"Female.";"MEMOIRS OF THE MONTAGUE FAMILY IN THREE VOLUMES";"London:Printed for Edmund Lloyd, Harley-Street, by W. Clowes, Northumberland-Court, Strand, 1817. ";"3 vols (I vii, 506p; II 509p; III 499p). 12°.";"Corvey; CME 3-628-48065-5; EN2 1817: 25; NSTC 2M33576; OCLC 7819094.";"For chain leading to author attribution, see The Contested Election (EN2 1820: 22).";"1820 as Ireland; or, Memoirs of the Montague Family (Corvey), CME 3-628-47947-9. This is a reissue with imprint: 'Printed for E. Lloyd, Harley-Street; and sold by A. K. Newman and Co., Leadenhall-Street'. Apart from different t.ps. the texts are identical."
"1281";"1817A026";"1817.";"James Holroyd FIELDING ";"Male.";"BEAUCHAMP OR THE WHEEL OF FORTUNE A NOVEL IN FOUR VOLUMES BY JAMES HOLROYD FIELDING EDITOR OF SOME ACCOUNT OF MYSELF BY CHARLES EARL OF ERPINGHAM C C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"4 vols (I 237p; II 240p; III 244p; IV 238p). 12°.";"Corvey; CME 3-628-47550-3; ECB 45; EN2 1817: 26; NSTC 2F5591; xOCLC.";"Chapter 1, p. 3 states: 'We are a single individual, as the reader may perceive, by simply looking to the titlepage of our book, whose innate diffidence would have led us to remain in obscurity, had not our bookseller urged, that a thing without a name was little better than no thing at all'. Vol. 1, p. 7 reads: '[<U+0085>] we have commenced the writing of this our book, on the seventh day of November, in the year 1816'.";"French trans., 1819."
"1282";"1817A027";"1817.";"James Holroyd FIELDING ";"Male.";"SOME ACCOUNT OF MYSELF BY CHARLES EARL OF ERPINGHAM C C C IN FOUR VOLUMES";"London:Printed for W. Simpkin & R. Marshall, Stationers' Court, Ludgate Street, 1817. ";"4 vols (I iv, 263p; II 252p; III 254p; IV 263p). 12°.";"BL N.2039; ECB 549; EN2 1817: 27; NSTC 2M33124; OCLC 13346529.";"Authorship attributed on basis of Beauchamp (EN2 1817: 26), which describes the present work as edited by Fielding on its title-page. NSTC, OCLC, and BLPC all treat Charles Monkton, Earl of Erpingham as a pseudonym, but without identifying authorship.";NA
"1283";"1817A028";"1817.";"Stéphanie Félicité, Comtesse de GENLIS ";"Female.";"PLACIDE A SPANISH TALE IN TWO VOLS TRANSLATED FROM LES BATTUCAS OF MADAME DE GENLIS BY ALEXANDER JAMIESON";"London:Printed for W. Simpkin & R. Marshall, Stationers' Court, Ludgate Street, 1817. ";"2 vols (I vi, 204p; II 206p). 12°.";"Corvey; CME 3-628-47804-9; ECB 225; EN2 1817: 28; NSTC 2G4572; OCLC 3572983.";"Trans. of Les Batuécas (Paris, 1816).";"2nd edn 1844 (OCLC); New York 1817 (NSTC)."
"1284";"1817A029";"1817.";"William GODWIN ";"Male.";"MANDEVILLE A TALE OF THE SEVENTEENTH CENTURY IN ENGLAND BY WILLIAM GODWIN IN THREE VOLUMES";"Edinburgh:Printed for Archibald Constable and Co. and Longman, Hurst, Rees, Orme, and Brown, London, 1817. ";"3 vols (I xii, 306p; II 316p; III 367p). 12°.";"Corvey; CME 3-628-47849-9; ECB 234; EN2 1817: 29; NSTC 2G11519; OCLC 1414083.";"Dedication 'to the late John Philip Curran', dated 25 Oct 1817.";"1818 (NSTC); New York 1818 (NSTC) [also Philadelphia 1818 (NSTC)]; French trans., 1818."
"1285";"1817A030";"1817.";"Anne Julia Kemble HATTON ";"Female.";"GONZALO DE BALDIVIA OR A WIDOWS VOW A ROMANTIC LEGEND IN FOUR VOLUMES INSCRIBED BY PERMISSION TO WILLIAM WILBERFORCE ESQ BY THE AUTHOR OF CAMBRIAN PICTURES SICILIAN MYSTERIES CONVICTION SECRET AVENGERS CHRONICLES OF AN ILLUSTRIOUS HOUSE C C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"4 vols (I 299p; II 292p; III 300p; IV 292p). 12°.";"Corvey; CME 3-628-48802-8; ECB 20; EN2 1817: 30; NSTC 2A13192; OCLC 6779218.";"Dedication 'to W. Wilberforce, Esq.', signed 'Ann of Swansea. Swansea, July 13, 1816, Carr Street'.";NA
"1286";"1817A031";"1817.";"Caroline HERBERT ";"Female.";"HUMAN LIFE WITH VARIATIONS OR THE CHAPTER OF ACCIDENTS BY CAROLINE HERBERT";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row; and Lake, Uxbridge, 1817. ";"1 vol.  (188p). 12°.";"ABu SB.82379.Her; EN2 1817: 31; NSTC 2H18098; xOCLC.";"'Advertisement' states of the author 'she is an orphan, only eighteen, and this is the first production she has ever submitted to the clemency of the public'.";NA
"1287";"1817A032";"1817.";"Barbara HOFLAND [formerly HOOLE, Barbara] ";"Female.";"THE GOOD GRANDMOTHER AND HER OFFSPRING A TALE BY MRS HOFLAND AUTHOR OF THE SON OF A GENIUS C C";"London:Printed for R. Hunter, (Successor to Mr. Johnson) St. Paul's Church-Yard, 1817. ";"1 vol.  (iv, 164p). 12°.";"ABu SB.82379.Hof.g; ECB 275; EN2 1817: 32; NSTC 2H29392; OCLC 11076259.";"Dedication 'to Mrs. Haugh of Doncaster' ECB 275 also lists Newman edn, 1830; but not discovered in this form.";"2nd edn 1828 (NSTC); new edn 1850 (OCLC); New York 1817 (OCLC); French trans., 1821 [as La Famille de Guillaume Harris, au, la bonne Grand-mère (OCLC)]."
"1288";"1817A033";"1817.";"Frances HOLCROFT ";"Female.";"FORTITUDE AND FRAILTY A NOVEL IN FOUR VOLUMES INSCRIBED TO THE REVERED MEMORY OF HER LAMENTED FATHER BY FANNY HOLCROFT";"London:Printed by W. Clowes, Northumberland-Court, Strand, for W. Simpkin and R. Marshall, Stationers'-Court, Ludgate-Street, 1817. ";"4 vols (I 230p; II 294p; III 271p; IV 230p). 12°.";"Corvey; CME 3-628-47730-1; ECB 276; EN2 1817: 33; NSTC 2H26025; OCLC 6818720.";"'Lines to the Memory of the late Thomas Holcroft', recto page following t.p.";NA
"1289";"1817A034";"1817.";"Catherine HUTTON [also Catharine] ";"Female.";"THE WELSH MOUNTAINEER A NOVEL BY CATHARINE HUTTON AUTHOR OF THE MISER MARRIED IN THREE VOLUMES";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ";"3 vols (I 264p; II 258p; III 294p). 12°.";"Corvey; CME 3-628-47866-9; ECB 291; EN2 1817: 34; NSTC 2H39194; OCLC 21365268.";NA;"Philadelphia 1817 (OCLC)."
"1290";"1817A035";"1817.";"William JERDAN ";"Male.";"SIX WEEKS IN PARIS OR A CURE FOR THE GALLOMANIA BY A LATE VISITANT IN THREE VOLUMES";"London:Printed for J. Johnston, 98, Cheapside; Macredie and Co. Edinburgh; and sold by all Booksellers, 1817. ";"3 vols (I vii, 256p; II 240p; III 241p). 12°.";"BL 1152.g.3; ECB 540; EN2 1817: 35; NSTC 2J4968; OCLC 39559608.";NA;"2nd edn 1818 (Corvey), CME 3-628-48751-X."
"1291";"1817A036";"1817.";"Anne KER ";"Female.";"EDRIC THE FORESTER OR THE MYSTERIES OF THE HAUNTED CHAMBER AN HISTORICAL ROMANCE IN THREE VOLUMES BY MRS ANNE KER OF HIS GRACE THE DUKE OF ROXBURGHS FAMILY AUTHOR OF THE HEIRESS DI MONTALDEADELINE ST JULIANEMMELINE OR THE HAPPY DISCOVERYMYSTERIOUS COUNTAND MODERN FAULTS";"London:Printed for the Author, by D. N. Shury, Berwick Street, Soho; and sold by T. Hughes, Ludgate Street, 1817. ";"3 vols (I 214p; II 216p; III 216p). 12°.";"Corvey; CME 3-628-47995-9; EN2 1817: 36; xNSTC; xOCLC.";"An adv. for this title in 3 vols, as forthcoming, is to be found below text in vol. 2, p. 234, of the same author's Modern Faults (EN2 1804: 30); but no edn with this date has been discovered.";"1841, 64 pp in The Romanticist and Novelist's Library (NSTC 2K4083, OCLC 13320499)."
"1292";"1817A037";"1817.";"Elizabeth B. LESTER ";"Female.";"THE BACHELOR AND THE MARRIED MAN OR THE EQUILIBRIUM OF THE BALANCE OF COMFORT IN THREE VOLUMES";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ";"3 vols (I 254p; II 207p; III 216p). 12°.";"Corvey; CME 3-628-47089-7; ECB 34; EN2 1817: 37; NSTC 2B1385; OCLC 1342756.";"Block, NSTC, and OCLC attribute this novel to Mrs Ross, though no author is given in ECB and Summers. The present attribution is based on fresh evidence discovered in the Longman Letter Books at the University of Reading. For further details, see Notes to EN2 1817: 37 and Publishing Papers (click on link below), both in relation to this and succeeding novels now attributable to Lester.";"New York 1818 (NSTC); German trans., 1818 [as Der Ehemann und der Hagestolz (RS)]. For evidence of a 2nd edn, see Publishing Papers (click on link below)."
"1293";"1817A038";"1817.";"Elizabeth B. LESTER ";"Female.";"THE QUAKERS A TALE BY ELIZABETH B LESTER";"London:Printed for Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ";"1 vol.  (269p). 12°.";"Corvey; CME 3-628-48038-8; ECB 339; EN2 1817: 38; NSTC 2L12419; OCLC 13226312.";NA;"New York 1818 (NSTC)."
"1294";"1817A039";"1817.";"Alicia Catherine MANT ";"Female.";"MONTAGUE NEWBURGH OR THE MOTHER AND SON IN TWO VOLUMES BY ALICIA CATHERINE MANT AUTHOR OF ELLEN OR THE YOUNG GODMOTHER AND CAROLINE LISMORE OR THE ERRORS OF FASHION";"London:Printed for Law and Whittaker, Ave-Maria-Lane, 1817. ";"2 vols (I vi, 347p; II 250p). 12°.";"BL N.1794; ECB 366; EN2 1817: 40; NSTC 2M13263; OCLC 13323376.";"Dedication 'to My Mother'. Collates in sixes.";"3rd edn 1826 (NSTC)."
"1295";"1817A040";"1817.";"John MATHERS [pseud.]";"Male.";"THE HISTORY OF ELSMERE AND ROSA AN EPISODE IN TWO VOLUMES THE MERRY MATTER WRITTEN BY JOHN MATHERS THE GRAVE BY A SOLID GENTLEMAN";"London:Printed for Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ";"2 vols (I xx, 306p; II v, 332p). 12°.";"BL N.1742; ECB 272; EN2 1817: 41; NSTC 2M19792; OCLC 13380334.";"The 'Advertisement' cites a favourable review of The History of Mr John Decastro and his Brother Bat (EN2 1815: 35), itself also written under this pseudonym, as a strong inducement for the undertaking of the present work. Block and Summers attribute both works to George Colman, the Younger.";NA
"1296";"1817A041";"1817.";"Alicia M'GENNIS ";"Female.";"STRATHBOGIE OR THE RECLUSE OF GLENMORRIS A ROMANCE IN FIVE VOLUMES BY ALICIA MGENNIS";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"5 vols (I 244p; II 277p; III 270p; IV 237p; V 231p). 12°.";"Corvey; CME 3-628-48093-0; ECB 359; EN2 1817: 39; NSTC 2M4103; xOCLC.";NA;NA
"1297";"1817A042";"1817.";"Edward MOORE ";"Male.";"THE MYSTERIES OF HUNGARY A ROMANTIC HISTORY OF THE FIFTEENTH CENTURY IN THREE VOLUMES BY EDWARD MOORE ESQ AUTHOR OF SIR RALPH DE BIGOD C C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"3 vols (I 266p; II 288p; III 316p). 12°.";"Corvey; CME 3-628-48277-1; EN2 1817: 42; NSTC 2M34655; OCLC 6954893.";NA;"French trans., 1817."
"1298";"1817A043";"1817.";"Frances MOORE ";"Female.";"MANNERS A NOVEL IN THREE VOLUMES";"London:Printed for Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"3 vols (I 308p; II 336p; III 364p). 12°.";"Corvey; CME 3-628-48081-7; ECB 366; EN2 1817: 43; NSTC 2M34693; OCLC 13288475.";"Text proper in vol. 1 ends on p. 305, followed by advs pp. 306<U+0096>08. Block and others erroneously attribute to Frances Brooke [née Moore] (1724<U+0096>89), rather than to Frances Moore (c. 1789<U+0096>1881), the true author.";"New York 1818 (NSTC)."
"1299";"1817A044";"1817.";"Henrietta Rouviere MOSSE ";"Female.";"A BRIDE AND NO WIFE A NOVEL IN FOUR VOLUMES BY MRS MOSSE LATE HENRIETTA ROUVIERE AUTHOR OF LUSSINGTON ABBEY HEIRS OF VILLEROY PEEP AT OUR ANCESTORS OLD IRISH BARONET ARRIVALS FROM INDIA C C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"4 vols (I 307p; II 305p; III 302p; IV 246p). 12°.";"Corvey; CME 3-628-48340-9; ECB 399; EN2 1817: 44; NSTC 2R19127; xOCLC.";NA;NA
"1300";"1817A045";"1817.";"Arthur MOWER ";"Male.";"THE WHITE COTTAGE A TALE";"Edinburgh:Printed for William Blackwood, Prince's Street: and T. Cadell and W. Davies, Strand, London, 1817. ";"1 vol.  (344p). 12°.";"Corvey; CME 3-628-48902-4; ECB 634; EN2 1817: 45; NSTC 2M39573; OCLC 9276155.";NA;"Philadelphia 1817 (OCLC)."
"1301";"1817A046";"1817.";"Thomas Love PEACOCK ";"Male.";"MELINCOURT BY THE AUTHOR OF HEADLONG HALL IN THREE VOLUMES";"London:Printed for T. Hookham, jun. and Co. Old Bond Street; and Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"3 vols (I 224p; II 216p; III 208p). 12°.";"Corvey; CME 3-628-48053-1; ECB 378; EN2 1817: 46; NSTC 2P8178; OCLC 4300826.";NA;"Philadelphia 1817 (NSTC); French trans., 1818 [as Anthélia Mélincourt, ou les Enthousiastes (NSTC)]."
"1302";"1817A047";"1817.";"Sir Peter PLASTIC [pseud.]";"Male.";"THE ABSENT MAN A NARRATIVE EDITED BY SIR PETER PLASTIC KNIGHT OF THE ORDER OF THE TOWER AND SWORD";"London:Printed for Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"1 vol.  (vii, 232p). 12°.";"BL N.1989; ECB 2; EN2 1817: 47; NSTC 2P18767; OCLC 22879786.";"'Prefatory Dedication', pp. [iii]<U+0096>iv, dated 'Tower of London, Jan. 1817'.";NA
"1303";"1817A048";"1817.";"Anna Maria PORTER ";"Female.";"THE KNIGHT OF ST JOHN A ROMANCE BY MISS ANNA MARIA PORTER AUTHOR OF THE RECLUSE OF NORWAY C C C IN THREE VOLUMES";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ";"3 vols (I 333p; II 302p; III 354p). 12°.";"Corvey; CME 3-628-48301-8; ECB 463; EN2 1817: 48; NSTC 2P22253; OCLC 1336923.";NA;"2nd edn 1817 (NSTC); 3rd edn 1818 (NSTC); New York 1817 (NSTC) [also Philadelphia 1817 (OCLC)]; French trans., 1818."
"1304";"1817A049";"1817.";"Jane PORTER ";"Female.";"THE PASTORS FIRESIDE A NOVEL IN FOUR VOLUMES BY MISS JANE PORTER AUTHOR OF THADDEUS OF WARSAW SIDNEYS APHORISMS AND THE SCOTTISH CHIEFS";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ";"4 vols (I 323p; II 405p; III 403p; IV 500p). 12°.";"E Hall.252.g; ECB 464; EN2 1817: 49; NSTC 2P22421; OCLC 2131321.";NA;"2nd edn 1817 (Corvey), CME 3-628-48359-X; 3rd edn 1821 (NSTC); [1822] (NSTC); 1832 (NSTC); 1849 (NSTC); New York 1817 (OCLC); French trans., 1817; German trans., 1822 [as Des Pfarrers Heimath. Ein romantisches Gemälde (RS)]."
"1305";"1817A050";"1817.";"Mrs ROSS ";"Female.";"THE BALANCE OF COMFORT OR THE OLD MAID AND MARRIED WOMAN A NOVEL IN THREE VOLUMES BY MRS ROSS AUTHOR OF THE MARCHIONESS THE COUSINS FAMILY ESTATE MODERN CALYPSO PAIREDNOT MATCHED C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"3 vols (I 269p; II 279p; III 282p). 12°.";"Corvey; CME 3-628-48551-7; ECB 503; EN2 1817: 50; NSTC 2R17990; OCLC 13342756.";NA;"2nd edn 1817 (NSTC); 3rd edn 1817 (NSTC); 4th edn 1818 (NSTC); New York 1817 (NSTC); French trans., 1818 [as Le Pour et le contre, ou la vieille fille et la femme mariée (BN)]."
"1306";"1817A051";"1817.";"Catherine SELDEN ";"Female.";"VILLASANTELLE OR THE CURIOUS IMPERTINENT A ROMANCE BY CATHARINE SELDEN AUTHOR OF THE ENGLISH NUN COUNT DE SANTERRE SERENA VILLA NOVA GERMAN LETTERS C C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1817. ";"1 vol.  (iv, 338p). 12°.";"Corvey; CME 3-628-48639-4; ECB 525; EN2 1817: 52; NSTC 2S12662; xOCLC.";"Colophon of 'R. Snare, Printer, Reading'. Collates in sixes.";NA
"1307";"1817A052";"1817.";"Catherine ST GEORGE ";"Female.";"MARIA A DOMESTIC TALE DEDICATED BY PERMISSION TO HER ROYAL HIGHNESS THE PRINCESS CHARLOTTE OF SAXECOBURG BY CATHERINE ST GEORGE IN THREE VOLUMES";"London:Published by J. Porter, Bookseller to Her Royal Highness the Princess Charlotte, 81, Pall Mall, 1817. ";"3 vols (I xvi, 162p; II 208p; III 216p). 12°.";"IU 823.Sa22m; EN2 1817: 51; xNSTC; OCLC 13368934.";"Dedication signed Catherine St George, Douglas, Isle of Man, 4 June 1817. 'List of Subscribers', vol. 1, pp. [ix]<U+0096>xvi.";NA
"1308";"1817A053";"1817.";"Eliza TAYLOR ";"Female.";"EDUCATION OR ELIZABETH HER LOVER AND HUSBAND A TALE FOR 1817 IN THREE VOLUMES BY ELIZA TAYLOR";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"3 vols (I vii, 211p; II 227p; III 233p). 12°.";"Corvey; CME 3-628-48943-1; ECB 578; EN2 1817: 53; NSTC 2T3185; OCLC 13349247.";"For the probable distinctness of Eliza Taylor from Miss Taylor, also a Minerva author, see Notes to The Nobleman and his Steward (EN2 1803: 69).";NA
"1309";"1817A054";"1817.";"Jane TAYLOR ";"Female.";"RACHEL A TALE";"London:Printed for Taylor and Hessey, 93, Fleet Street, 1817. ";"1 vol.  (153p, ill.). 12°.";"Corvey; CME 3-628-48486-3; ECB 477; EN2 1817: 54; NSTC 2R486; OCLC 6322400.";"Frontispiece bears the legend: 'Published April 21, 1817'. For the issue of attribution, see The Authoress (EN2 1819: 67).";"2nd edn (OCLC); 3rd edn 1821 (NSTC); Philadelphia 1818 (OCLC)."
"1310";"1817A055";"1817.";"Elizabeth THOMAS ";"Female.";"CLAUDINE OR PERTINACITY A NOVEL IN THREE VOLUMES BY MRS BRIDGET BLUEMANTLE AUTHOR OF MORTIMER HALL THE VINDICTIVE SPIRIT PRISON HOUSE BARON OF FALCONBERG C C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1817. ";"3 vols (I 253p; II 268p; III 255p). 12°.";"Corvey; CME 3-628-47124-9; ECB 63; EN2 1817: 55; NSTC 2B38497; OCLC 11471698.";NA;NA
"1311";"1818A001";"1818.";"ANON ";"Unknown.";"THE BANDIT CHIEF OR LORDS OF URVINO A ROMANCE IN FOUR VOLUMES";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1818. ";"4 vols (I 248p; II 284p; III 294p; IV 331p). 12°.";"Corvey; CME 3-628-47095-1; ECB 37; EN2 1818: 1; NSTC 2B6560; OCLC 42859155.";"OCLC 6621611 describes 2nd edn published 1828 by A. K. Newman & Co with t.p. reading: 'By The Author of Eustace Fitz-Richard, Latham House, \"In The Days of John of Gaunt\", &c., &c.'. For the first of the titles listed here, see EN2 1826: 2, whose author is also unidentified: the other titles have not been discovered.";"2nd edn 1828 (see note above)."
"1312";"1818A002";"1818.";"ANON ";"Female.";"BENIGNITY OR THE WAYS OF HAPPINESS A SERIOUS NOVEL SELECTED WITH ADDITIONAL CONVERSATIONS FROM THE WORKS OF HENRY BROOKE ESQ BY A LADY";"Brentford:Printed by P. Norbury; and sold by Baldwin, Cradock and Joy, Paternoster Row; and all other Booksellers in Town and Country, 1818. ";"1 vol.  (vii, 280p). 12°.";"ABu SB.82369.Bro; ECB 50; EN2 1818: 2; NSTC 2B50316; OCLC 13288479.";"An offshoot from Henry Brooke's The Fool of Quality (1766<U+0096>70).";NA
"1313";"1818A003";"1818.";"ANON ";"Unknown.";"BRAMBLETON HALL A NOVEL BEING A SEQUEL TO THE CELEBRATED EXPEDITION OF HUMPHREY CLINKER BY TOBIAS SMOLLET sic MD";"London:Printed by and for T. H. Green, Kennington Cross; A. K. Newman and Co. Leadenhall Street; and Sherwood, Neely and Jones, Paternoster Row, 1818. ";"1 vol.  (xix, 162p, ill.). 12°.";"BL 012635.c.44; EN2 1818: 3; NSTC 2B46009; OCLC 6756321.";"Preface, pp. [v]<U+0096>xv, 'To those readers who may not have perused the preceding volumes of the Expedition of Humphry Clinker'. Drop-head title and running titles read 'Sequel to Expedition of Humphry Clinker'. Frontispiece bears the legend: 'Pubd by T. H. Green Kennington Library Park Place Kennington.'";NA
"1314";"1818A004";"1818.";"ANON ";"Female.";"CASTLES IN THE AIR OR THE WHIMS OF MY AUNT A NOVEL BY THE AUTHORESS OF DUNETHVIN OR A VISIT TO PARIS IN THREE VOLUMES";"London:Printed for Baldwin, Cradock, and Joy, Paternoster Row, 1818. ";"3 vols (I 256p; II 235p; III 288p). 12°.";"Corvey; CME 3-628-47224-5; ECB 252; EN2 1818: 4; NSTC 2C11054; xOCLC.";"Text proper in vol. 1 ends on p. 250 followed by advs (6 pp.). ECB lists as by Halliday (Miss), but no further information supporting this attribution has been discovered.";NA
"1315";"1818A005";"1818.";"ANON ";"Unknown.";"CIVILIZATION OR THE INDIAN CHIEF IN THREE VOLUMES";"London:Printed for T. Egerton, Whitehall, 1818. ";"3 vols (I 335p; II 301p; III 259p). 12°.";"Corvey; CME 3-628-47284-9; EN2 1818: 5; NSTC 2C22665; OCLC 41469608.";"Text proper in vol. 1 ends on p. 307 followed by 'Notes', pp. [309]<U+0096>335. OCLC 10335015 describes apparently variant title of Civilization; or the Indian Chief and British Pastor, also 'Printed for T. Egerton', 1818.";NA
"1316";"1818A006";"1818.";"ANON ";"Unknown.";"DELUSION A NOVEL IN TWO VOLUMES";"London:Printed for Law and Whittaker, Ave Maria Lane, Ludgate Street, 1818. ";"2 vols (I vi, 281p; II 286p). 12°.";"Corvey; CME 3-628-47409-4; ECB 158; EN2 1818: 6; NSTC 2D8567; xOCLC.";NA;NA
"1317";"1818A007";"1818.";"ANON ";"Female.";"DUNETHVIN OR THE VISIT TO PARIS A NOVEL IN FOUR VOLUMES BY A LADY SOME TIME RESIDENT IN FRANCE";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1818. ";"4 vols (I 288p; II 292p; III 264p; IV 282p). 12°.";"Corvey; CME 3-628-47495-7; ECB 174; EN2 1818: 7; NSTC 2D22565; OCLC 4856357.";"For a possible clue to authorship, see Castles in the Air (EN2 1818: 4), which ECB attributes to Halliday (Miss).";NA
"1318";"1818A008";"1818.";"ANON ";"Unknown.";"DUNSANY AN IRISH STORY";"London:Printed for Sherwood, Neely, and Jones, Paternoster Row, 1818. ";"2 vols (I x, 279p; II 308p). 12°.";"Corvey; CME 3-628-47509-0; EN2 1818: 8; NSTC 2D23105; OCLC 13239134.";"'List of Subscribers', vol. 1, pp. [iii]<U+0096>x.";NA
"1319";"1818A009";"1818.";"ANON ";"Unknown.";"THE HISTORY OF JULIUS FITZJOHN BY THE AUTHOR OF HARDENBRASS AND HAVERILL CONIRDAN OR THE ST KILDIANS AND REFT ROB OR THE WITCH OF SCOTMUIR COMMONLY CALLED MADGE THE SNOOVER IN THREE VOLUMES";"London:Printed for Sherwood, Neely, and Jones, Paternoster-Row, 1818. ";"3 vols (I 2, xv, 372p; II 354p; III 364p). 12°.";"Corvey; CME 3-628-47714-X; EN2 1818: 9; xNSTC; xOCLC.";"For the issue of author attribution, see Notes to Hardenbrass and Haverill (EN2 1817: 3). Advs with reviews, vol. 1, pp. [1]<U+0096>2, first sequence of Arabic numbers.";NA
"1320";"1818A010";"1818.";"ANON ";"Unknown.";"JESSY OR THE ROSE OF DONALDS COTTAGE A TALE IN FOUR VOLUMES BY THE AUTHOR OF THE BRAVO OF BOHEMIA C";"London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1818. ";"4 vols (I xi, 246p; II 239p; III 229p; IV 228p). 12°.";"Corvey; CME 3-628-47983-5; ECB 308; EN2 1818: 10; NSTC 2J5520; xOCLC.";"Dedication to Lady Cope Sherbrooke, signed 'St. John<U+0092>s, New Brunswick, North America'. This states: 'I ventured some few years since to enter the list of candidates for their [the British public's] favour  [<U+0085>] induced to hazard the fate of a second work, under the favourable auspices of our late worthy president, Lieutenant-General Hunter' (pp. v<U+0096>vi). Evidently by same author as Yamboo (EN2 1812: 18).";NA
"1321";"1818A011";"1818.";"ANON ";"Male.";"MANDEVILLE OR THE LAST WORDS OF A MANIAC A TALE OF THE SEVENTEENTH CENTURY IN ENGLAND BY HIMSELF VOLUME IV";"London:Printed for Effingham Wilson, 88, Royal Exchange; and sold by all other Booksellers, 1818. ";"1 vol.  (216p). 12°.";"Corvey; CME 3-628-47849-9; EN2 1818: 11; NSTC 2G11519; OCLC 42931251.";"A parodic '4th volume' to Godwin's Mandeville (EN2 1817: 29). Collates in sixes.";"Philadelphia 1818 (NSTC) [also New York 1818 (OCLC)]."
"1322";"1818A012";"1818.";"ANON ";"Unknown.";"PRODIGIOUS OR CHILDE PADDIE IN LONDON IN THREE VOLUMES";"London:Printed for the Author, and sold by Wm. Lindsell, 87, Wimpole-Street, 1818. ";"3 vols (I xv, 296p; II 336p; III 296p). 12°.";"Corvey; CME 3-628-47481-7; ECB 471; EN2 1818: 12; NSTC 2P27481; OCLC 1666742.";NA;"2nd edn 1818 (NUC); 3rd edn 1818 (NSTC)."
"1323";"1818A013";"1818.";"ANON ";"Unknown.";"THE PROVINCIALS A COUNTRY TALE DEDICATED TO THE INTELLIGENT READER IN TOWN AND COUNTRY IN TWO VOLUMES BY THE AUTHOR OF THE RAMSAY FAMILY";"London:Published  by J. Bysh, 52, Paternoster Row, and sold by the Principal Booksellers in the Kingdom, n.d. [1818?]. ";"2 vols (I xi, 240p; II 269p). 12°.";"BL 12611.b.12; EN2 1818: 13; NSTC 2P28280; xOCLC.";"Half-titles include printer's mark of 'Bennett, Printer, Bristol'. BLPC states 'London, Bristol [printed, 1818?]'.";NA
"1324";"1818A014";"1818.";"ANON ";"Unknown.";"SIR JAMES THE ROSS OR THE OLD SCOTTISH BARON A BORDER STORY IN ONE VOLUME BY A NORTH BRITON";"London:Printed for Matthew Iley, Somerset Street, Portman Square, 1818. ";"1 vol.  (373p, ill.). 12°.";"Corvey; CME 3-628-48708-0; EN2 1818: 14; NSTC 2R17765; xOCLC.";NA;NA
"1325";"1818A015";"1818.";"ANON ";"Unknown.";"THE SOLDIERS OF VENEZUELA A TALE IN TWO VOLUMES";"London:Printed for T. Egerton, Whitehall, 1818. ";"2 vols (I 267p; II 315p). 12°.";"Corvey; CME 3-628-48720-X; ECB 549; EN2 1818: 15; NSTC 2S30263; xOCLC.";NA;NA
"1326";"1818A016";"1818.";"ANON ";"Unknown.";"SOPHIA OR THE DANGEROUS INDISCRETION A TALE FOUNDED ON FACTS IN THREE VOLUMES";"London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1818. ";"3 vols (I 264p; II 280p; III 204p). 12°.";"Corvey; CME 3-628-48713-7; ECB 550; EN2 1818: 16; NSTC 2S31457; xOCLC.";"'The Author's Farewell Address to Sophia', vol. 3, p. [205].";NA
