"";"id";"review";"review_title";"date";"notes";"full_meta"
"889";"1813A044";"1813A044_1";"Critical Review";" 4th ser. 4 (Aug 1813): 190–200.";"1";"Critical Review, 4th ser. 4 (Aug 1813): 190–200."
"890";"1813A044";"1813A044_2";"Monthly Review";" 2nd ser. 72 (Nov 1813): 326–27.";"1";"Monthly Review, 2nd ser. 72 (Nov 1813): 326–27."
"891";"1813A045";"1813A045_1";"Critical Review";" 4th ser. 4 (July 1813): 107–09.";"1";"Critical Review, 4th ser. 4 (July 1813): 107–09."
"892";"1813A045";"1813A045_2";"Monthly Review";" 2nd ser. 72 (Nov 1813): 325–26.";"1";"Monthly Review, 2nd ser. 72 (Nov 1813): 325–26."
"893";"1813A047";"1813A047_1";"Monthly Review";" 2nd ser. 71 (June 1813): 213.";"1";"Monthly Review, 2nd ser. 71 (June 1813): 213."
"894";"1813A048";"1813A048_1";"Monthly Review";" 2nd ser. 72 (Nov 1813): 336.";"1";"Monthly Review, 2nd ser. 72 (Nov 1813): 336."
"895";"1813A049";"1813A049_1";"Critical Review";" 4th ser. 2 (Dec 1812): 636–43.";"1";"Critical Review, 4th ser. 2 (Dec 1812): 636–43."
"896";"1813A049";"1813A049_2";"Monthly Review";" 2nd ser. 69 (Nov 1812): 332–33.";"1";"Monthly Review, 2nd ser. 69 (Nov 1812): 332–33."
"897";"1813A051";"1813A051_1";"Critical Review";" 4th ser. 4 (Sept 1813): 329.";"1";"Critical Review, 4th ser. 4 (Sept 1813): 329."
"898";"1813A051";"1813A051_2";"Monthly Review";" 2nd ser. 73 (Jan 1814): 105–06.";"1";"Monthly Review, 2nd ser. 73 (Jan 1814): 105–06."
"899";"1813A052";"1813A052_1";"La Belle Assemblée";" n.s. 6 (1812): 371–77.";"1";"La Belle Assemblée, n.s. 6 (1812): 371–77."
"900";"1813A057";"1813A057_1";"Critical Review";" 4th ser. 4 (Sept 1813): 327–29.";"1";"Critical Review, 4th ser. 4 (Sept 1813): 327–29."
"901";"1813A057";"1813A057_2";"Monthly Review";" 2nd ser. 71 (June 1813): 212.";"1";"Monthly Review, 2nd ser. 71 (June 1813): 212."
"902";"1813A058";"1813A058_1";"Critical Review";" 4th ser. 4 (Dec 1813): 664.";"1";"Critical Review, 4th ser. 4 (Dec 1813): 664."
"903";"1813A061";"1813A061_1";"Monthly Review";" 2nd ser. 77 (Aug 1815): 378–81.";"1";"Monthly Review, 2nd ser. 77 (Aug 1815): 378–81."
"904";"1813A062";"1813A062_1";"La Belle Assemblée";" n.s. 14 (Nov 1816): 236–37.";"1";"La Belle Assemblée, n.s. 14 (Nov 1816): 236–37."
"905";"1814A002";"1814A002_1";"Critical Review";" 4th ser. 5 (June 1814): 625–35.";"1";"Critical Review, 4th ser. 5 (June 1814): 625–35."
"906";"1814A002";"1814A002_2";"Critical Review";" 4th ser. 6 (July 1814): 48–54.";"0";"Critical Review, 4th ser. 6 (July 1814): 48–54."
"907";"1814A002";"1814A002_3";"Critical Review";" 4th ser. 5 (June 1814): 625–35.";"1";"Critical Review, 4th ser. 5 (June 1814): 625–35."
"908";"1814A006";"1814A006_1";"Critical Review";" 4th ser. 6 (Nov 1814): 509–10.";"1";"Critical Review, 4th ser. 6 (Nov 1814): 509–10."
"909";"1814A010";"1814A010_1";"Critical Review";" 4th ser. 5 (May 1814): 550.";"1";"Critical Review, 4th ser. 5 (May 1814): 550."
"910";"1814A010";"1814A010_2";"Monthly Review";" 2nd ser. 73 (Mar 1814): 320.";"1";"Monthly Review, 2nd ser. 73 (Mar 1814): 320."
"911";"1814A012";"1814A012_1";"Critical Review";" 4th ser. 6 (Aug 1814): 130–40.";"1";"Critical Review, 4th ser. 6 (Aug 1814): 130–40."
"912";"1814A014";"1814A014_1";"Monthly Review";" 2nd ser. 78 (Dec 1815): 397–400.";"1";"Monthly Review, 2nd ser. 78 (Dec 1815): 397–400."
"913";"1814A015";"1814A015_1";"Critical Review";" 4th ser. 6 (Dec 1814): 564–66.";"1";"Critical Review, 4th ser. 6 (Dec 1814): 564–66."
"914";"1814A015";"1814A015_2";"Monthly Review";" 2nd ser. 77 (July 1815): 320.";"1";"Monthly Review, 2nd ser. 77 (July 1815): 320."
"915";"1814A017";"1814A017_1";"La Belle Assemblée";" n.s. 9 (Apr 1814): 184–89.";"1";"La Belle Assemblée, n.s. 9 (Apr 1814): 184–89."
"916";"1814A017";"1814A017_2";"Critical Review";" 4th ser. 5 (Apr 1814): 405–24.";"1";"Critical Review, 4th ser. 5 (Apr 1814): 405–24."
"917";"1814A017";"1814A017_3";"Monthly Review";" 2nd ser. 76 (Apr 1815): 412–19.";"1";"Monthly Review, 2nd ser. 76 (Apr 1815): 412–19."
"918";"1814A020";"1814A020_1";"La Belle Assemblée";" n.s. 9 (Mar 1814): 139–41.";"1";"La Belle Assemblée, n.s. 9 (Mar 1814): 139–41."
"919";"1814A020";"1814A020_2";"Critical Review";" 4th ser. 5 (Jan 1814): 39–48.";"1";"Critical Review, 4th ser. 5 (Jan 1814): 39–48."
"920";"1814A020";"1814A020_3";"Critical Review";" 4th ser. 5 (Feb 1814): 168–77.";"0";"Critical Review, 4th ser. 5 (Feb 1814): 168–77."
"921";"1814A020";"1814A020_4";"Critical Review";" 4th ser. 5 (Jan 1814): 39–48].";"1";"Critical Review, 4th ser. 5 (Jan 1814): 39–48]."
"922";"1814A020";"1814A020_5";"Monthly Review";" 2nd ser. 74 (May 1814): 109–10.";"1";"Monthly Review, 2nd ser. 74 (May 1814): 109–10."
"923";"1814A023";"1814A023_1";"Monthly Review";" 2nd ser. 79 (Jan 1816): 108–10.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 108–10."
"924";"1814A024";"1814A024_1";"Critical Review";" 4th ser. 6 (Oct 1814): 416.";"1";"Critical Review, 4th ser. 6 (Oct 1814): 416."
"925";"1814A024";"1814A024_2";"Monthly Review";" 2nd ser. 76 (Jan 1815): 102.";"1";"Monthly Review, 2nd ser. 76 (Jan 1815): 102."
"926";"1814A027";"1814A027_1";"La Belle Assemblée";" new ser. 11 (Feb 1815): 91.";"1";"La Belle Assemblée, new ser. 11 (Feb 1815): 91."
"927";"1814A027";"1814A027_2";"Critical Review";" 5th ser. 1 (Feb 1815): 208.";"1";"Critical Review, 5th ser. 1 (Feb 1815): 208."
"928";"1814A029";"1814A029_1";"Monthly Review";" 2nd ser. 77 (June 1815): 212.";"1";"Monthly Review, 2nd ser. 77 (June 1815): 212."
"929";"1814A031";"1814A031_1";"Critical Review";" 5th ser. 1 (Apr 1815): 423.";"1";"Critical Review, 5th ser. 1 (Apr 1815): 423."
"930";"1814A032";"1814A032_1";"Monthly Review";" 2nd ser. 73 (Mar 1814): 320.";"1";"Monthly Review, 2nd ser. 73 (Mar 1814): 320."
"931";"1814A037";"1814A037_1";"Monthly Review";" 2nd ser. 77 (July 1815): 321.";"1";"Monthly Review, 2nd ser. 77 (July 1815): 321."
"932";"1814A038";"1814A038_1";"Monthly Review";" 2nd ser. 77 (July 1815): 320–21.";"1";"Monthly Review, 2nd ser. 77 (July 1815): 320–21."
"933";"1814A039";"1814A039_1";"Critical Review";" 5th ser. 1 (Apr 1815): 423.";"1";"Critical Review, 5th ser. 1 (Apr 1815): 423."
"934";"1814A039";"1814A039_2";"Monthly Review";" 2nd ser. 76 (Jan 1815): 110.";"1";"Monthly Review, 2nd ser. 76 (Jan 1815): 110."
"935";"1814A043";"1814A043_1";"Critical Review";" 5th ser. 1 (Mar 1815): 313.";"1";"Critical Review, 5th ser. 1 (Mar 1815): 313."
"936";"1814A043";"1814A043_2";"Monthly Review";" 2nd ser. 75 (Dec 1814): 433–34.";"1";"Monthly Review, 2nd ser. 75 (Dec 1814): 433–34."
"937";"1814A045";"1814A045_1";"Critical Review";" 4th ser. 6 (Sept 1814): 277–88.";"1";"Critical Review, 4th ser. 6 (Sept 1814): 277–88."
"938";"1814A045";"1814A045_2";"Monthly Review";" 2nd ser. 74 (May 1814): 110–11.";"1";"Monthly Review, 2nd ser. 74 (May 1814): 110–11."
"939";"1814A047";"1814A047_1";"Critical Review";" 4th ser. 6 (Dec 1814): 556–57.";"1";"Critical Review, 4th ser. 6 (Dec 1814): 556–57."
"940";"1814A048";"1814A048_1";"Critical Review";" 5th ser. 1 (Apr 1815): 423–24.";"1";"Critical Review, 5th ser. 1 (Apr 1815): 423–24."
"941";"1814A048";"1814A048_2";"Monthly Review";" 2nd ser. 77 (June 1815): 212.";"1";"Monthly Review, 2nd ser. 77 (June 1815): 212."
"942";"1814A049";"1814A049_1";"Monthly Review";" 2nd ser. 77 (June 1815): 212–13.";"1";"Monthly Review, 2nd ser. 77 (June 1815): 212–13."
"943";"1814A052";"1814A052_1";"Critical Review";" 4th ser. 5 (Jan 1814): 99–101.";"1";"Critical Review, 4th ser. 5 (Jan 1814): 99–101."
"944";"1814A054";"1814A054_1";"Critical Review";" 5th ser. 1 (Mar 1815): 288–97.";"1";"Critical Review, 5th ser. 1 (Mar 1815): 288–97."
"945";"1814A054";"1814A054_2";"Monthly Review";" 2nd ser. 75 (Nov 1814): 275–89.";"1";"Monthly Review, 2nd ser. 75 (Nov 1814): 275–89."
"946";"1814A056";"1814A056_1";"Critical Review";" 4th ser. 5 (June 1814): 648.";"1";"Critical Review, 4th ser. 5 (June 1814): 648."
"947";"1814A058";"1814A058_1";"Critical Review";" 4th ser. 5 (May 1814): 550.";"1";"Critical Review, 4th ser. 5 (May 1814): 550."
"948";"1814A058";"1814A058_2";"Monthly Review";" 2nd ser. 78 (Oct 1815): 216–17.";"1";"Monthly Review, 2nd ser. 78 (Oct 1815): 216–17."
"949";"1814A059";"1814A059_1";"Critical Review";" 4th ser. 4 (Dec 1813): 663.";"1";"Critical Review, 4th ser. 4 (Dec 1813): 663."
"950";"1814A062";"1814A062_1";"La Belle Assemblée";" n.s. 11 (Jan 1815): 44–46.";"1";"La Belle Assemblée, n.s. 11 (Jan 1815): 44–46."
"951";"1814A062";"1814A062_2";"Critical Review";" 5th ser. 2 (July 1815): 102–04.";"1";"Critical Review, 5th ser. 2 (July 1815): 102–04."
"952";"1814A062";"1814A062_3";"Morning Chronicle";"Morning Chronicle newspaper (30 Dec 1814): 4.";"0";"Morning Chronicle newspaper (30 Dec 1814): 4."
"953";"1815A002";"1815A002_1";"Critical Review";" 5th ser. 2 (Dec 1815): 652–53.";"1";"Critical Review, 5th ser. 2 (Dec 1815): 652–53."
"954";"1815A003";"1815A003_1";"Critical Review";" 5th ser. 2 (Aug 1815): 177–80.";"1";"Critical Review, 5th ser. 2 (Aug 1815): 177–80."
"955";"1815A005";"1815A005_1";"Critical Review";" 5th ser. 2 (Sept 1815): 327–28.";"1";"Critical Review, 5th ser. 2 (Sept 1815): 327–28."
"956";"1815A008";"1815A008_1";"Monthly Review";" 2nd ser. 79 (Jan 1816): 103.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 103."
"957";"1815A009";"1815A009_1";"Critical Review";" 5th ser. 1 (June 1815): 635.";"1";"Critical Review, 5th ser. 1 (June 1815): 635."
"958";"1815A011";"1815A011_1";"Critical Review";" 5th ser. 2 (Sept 1815): 327.";"1";"Critical Review, 5th ser. 2 (Sept 1815): 327."
"959";"1815A011";"1815A011_2";"Monthly Review";" 2nd ser. 78 (Oct 1815): 217.";"1";"Monthly Review, 2nd ser. 78 (Oct 1815): 217."
"960";"1815A012";"1815A012_1";"Monthly Review";" 2nd ser. 79 (Jan 1816): 103.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 103."
"961";"1815A014";"1815A014_1";"Critical Review";" 5th ser. 2 (Sept 1815): 328.";"1";"Critical Review, 5th ser. 2 (Sept 1815): 328."
"962";"1815A014";"1815A014_2";"Monthly Review";" 2nd ser. 79 (Mar 1816): 324–25.";"1";"Monthly Review, 2nd ser. 79 (Mar 1816): 324–25."
"963";"1815A015";"1815A015_1";"Monthly Review";" 2nd ser. 78 (Dec 1815): 435.";"1";"Monthly Review, 2nd ser. 78 (Dec 1815): 435."
"964";"1815A016";"1815A016_1";"La Belle Assemblée";" new ser. 10 (Nov 1814): 234–35.";"1";"La Belle Assemblée, new ser. 10 (Nov 1814): 234–35."
"965";"1815A016";"1815A016_2";"Monthly Review";" 2nd ser. 77 (July 1815): 317–20.";"1";"Monthly Review, 2nd ser. 77 (July 1815): 317–20."
"966";"1815A017";"1815A017_1";"Critical Review";" 5th ser. 1 (Mar 1815): 312.";"1";"Critical Review, 5th ser. 1 (Mar 1815): 312."
"967";"1815A017";"1815A017_2";"Monthly Review";" 2nd ser. 77 (June 1815): 213.";"1";"Monthly Review, 2nd ser. 77 (June 1815): 213."
"968";"1815A021";"1815A021_1";"Monthly Review";" 2nd ser. 80 (July 1816): 333.";"1";"Monthly Review, 2nd ser. 80 (July 1816): 333."
"969";"1815A022";"1815A022_1";"Monthly Review";" 2nd ser. 78 (Nov 1815): 325–27.";"1";"Monthly Review, 2nd ser. 78 (Nov 1815): 325–27."
"970";"1815A023";"1815A023_1";"Critical Review";" 5th ser. 2 (Aug 1815): 171–77.";"1";"Critical Review, 5th ser. 2 (Aug 1815): 171–77."
"971";"1815A023";"1815A023_2";"Monthly Review";" 2nd ser. 78 (Dec 1815): 434–35.";"1";"Monthly Review, 2nd ser. 78 (Dec 1815): 434–35."
"972";"1815A028";"1815A028_1";"Critical Review";" 5th ser. 2 (July 1815): 104–05.";"1";"Critical Review, 5th ser. 2 (July 1815): 104–05."
"973";"1815A029";"1815A029_1";"Critical Review";" 5th ser. 2 (Oct 1815): 430–31.";"1";"Critical Review, 5th ser. 2 (Oct 1815): 430–31."
"974";"1815A029";"1815A029_2";"Monthly Review";" 2nd ser. 79 (Jan 1816): 101–02.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 101–02."
"975";"1815A030";"1815A030_1";"Monthly Review";" 2nd ser. 80 (May 1816): 84–91.";"1";"Monthly Review, 2nd ser. 80 (May 1816): 84–91."
"976";"1815A031";"1815A031_1";"Critical Review";" 5th ser. 1 (Feb 1815): 208.";"1";"Critical Review, 5th ser. 1 (Feb 1815): 208."
"977";"1815A032";"1815A032_1";"Critical Review";" 5th ser. 2 (Oct 1815): 429–30.";"0";"Critical Review, 5th ser. 2 (Oct 1815): 429–30."
"978";"1815A032";"1815A032_2";"Critical Review";" 1814.Notes: Listed under ‘Monthly Catalogue: Novels’.";"0";"Critical Review, October, 1814.Notes: Listed under ‘Monthly Catalogue: Novels’."
"979";"1815A032";"1815A032_3";"Monthly Review";" 2nd ser. 79 (Jan 1816): 102.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 102."
"980";"1815A033";"1815A033_1";"Critical Review";" 5th ser. 2 (July 1815): 54–58.";"1";"Critical Review, 5th ser. 2 (July 1815): 54–58."
"981";"1815A033";"1815A033_2";"Monthly Review";" 2nd ser. 77 (June 1815): 211.";"1";"Monthly Review, 2nd ser. 77 (June 1815): 211."
"982";"1815A036";"1815A036_1";"Monthly Review";" 2nd ser. 77 (May 1815): 112.";"1";"Monthly Review, 2nd ser. 77 (May 1815): 112."
"983";"1815A036";"1815A036_2";"Monthly Review";" 2nd ser. 78 (Dec 1815): 436.";"1";"Monthly Review, 2nd ser. 78 (Dec 1815): 436."
"984";"1815A038";"1815A038_1";"Monthly Review";" 2nd ser. 78 (Nov 1815): 324–25.";"1";"Monthly Review, 2nd ser. 78 (Nov 1815): 324–25."
"985";"1815A039";"1815A039_1";"Critical Review";" 5th ser. 1 (June 1815): 635.";"1";"Critical Review, 5th ser. 1 (June 1815): 635."
"986";"1815A039";"1815A039_2";"Monthly Review";" 2nd ser. 78 (Oct 1815): 217.";"1";"Monthly Review, 2nd ser. 78 (Oct 1815): 217."
"987";"1815A040";"1815A040_1";"Critical Review";" 5th ser. 1 (Feb 1815): 208.";"1";"Critical Review, 5th ser. 1 (Feb 1815): 208."
"988";"1815A042";"1815A042_1";"Critical Review";" 5th ser. 2 (Aug 1815): 216–17.";"1";"Critical Review, 5th ser. 2 (Aug 1815): 216–17."
"989";"1815A043";"1815A043_1";"Monthly Review";" 2nd ser. 79 (Jan 1816): 112.";"1";"Monthly Review, 2nd ser. 79 (Jan 1816): 112."
"990";"1815A043";"1815A043_2";"Monthly Review";" 2nd ser. 79 (Feb 1816): 213–14.";"1";"Monthly Review, 2nd ser. 79 (Feb 1816): 213–14."
"991";"1815A044";"1815A044_1";"La Belle Assemblée";" n.s. 12 (Nov 1815): 236–37.";"1";"La Belle Assemblée, n.s. 12 (Nov 1815): 236–37."
"992";"1815A044";"1815A044_2";"Critical Review";" 5th ser. 1 (June 1815): 600–03.";"1";"Critical Review, 5th ser. 1 (June 1815): 600–03."
"993";"1815A044";"1815A044_3";"Monthly Review";" 2nd ser. 77 (May 1815): 85–94.";"1";"Monthly Review, 2nd ser. 77 (May 1815): 85–94."
"994";"1815A046";"1815A046_1";"Monthly Review";" 2nd ser. 79 (Feb 1816): 214.";"1";"Monthly Review, 2nd ser. 79 (Feb 1816): 214."
"995";"1815A048";"1815A048_1";"Critical Review";" 5th ser. 2 (July 1815): 48–54.";"1";"Critical Review, 5th ser. 2 (July 1815): 48–54."
"996";"1815A048";"1815A048_2";"Monthly Review";" 2nd ser. 79 (Feb 1816): 213.";"1";"Monthly Review, 2nd ser. 79 (Feb 1816): 213."
"997";"1815A049";"1815A049_1";"Critical Review";" 5th ser. 2 (Aug 1815): 215–16.";"1";"Critical Review, 5th ser. 2 (Aug 1815): 215–16."
"998";"1815A049";"1815A049_2";"Monthly Review";" 2nd ser. 79 (Mar 1816): 325.";"1";"Monthly Review, 2nd ser. 79 (Mar 1816): 325."
"999";"1815A053";"1815A053_1";"Critical Review";" 5th ser. 2 (Sept 1815): 282–88.";"1";"Critical Review, 5th ser. 2 (Sept 1815): 282–88."
"1000";"1816A005";"1816A005_1";"Critical Review";" 5th ser. 4 (Nov 1816): 517–21.";"1";"Critical Review, 5th ser. 4 (Nov 1816): 517–21."
"1001";"1816A005";"1816A005_2";"Monthly Review";" 2nd ser. 82 (Feb 1817): 221–22.";"1";"Monthly Review, 2nd ser. 82 (Feb 1817): 221–22."
"1002";"1816A006";"1816A006_1";"Critical Review";" 5th ser. 3 (Apr 1816): 353–56.";"1";"Critical Review, 5th ser. 3 (Apr 1816): 353–56."
"1003";"1816A006";"1816A006_2";"Monthly Review";" 2nd ser. 83 (May 1817): 97.";"1";"Monthly Review, 2nd ser. 83 (May 1817): 97."
"1004";"1816A007";"1816A007_1";"Critical Review";" 5th ser. 4 (Aug 1816): 204.";"1";"Critical Review, 5th ser. 4 (Aug 1816): 204."
"1005";"1816A012";"1816A012_1";"La Belle Assemblée";" n.s. 14 (July 1816): 40–41.";"1";"La Belle Assemblée, n.s. 14 (July 1816): 40–41."
"1006";"1816A012";"1816A012_2";"Monthly Review";" 2nd ser. 79 (Apr 1816): 448.";"1";"Monthly Review, 2nd ser. 79 (Apr 1816): 448."
"1007";"1816A012";"1816A012_3";"Monthly Review";" 2nd ser. 80 (July 1816): 320–21.";"1";"Monthly Review, 2nd ser. 80 (July 1816): 320–21."
"1008";"1816A014";"1816A014_1";"Critical Review";" 5th ser. 4 (July 1816): 92.";"1";"Critical Review, 5th ser. 4 (July 1816): 92."
"1009";"1816A018";"1816A018_1";"Monthly Review";" 2nd ser. 83 (May 1817): 100.";"1";"Monthly Review, 2nd ser. 83 (May 1817): 100."
"1010";"1816A020";"1816A020_1";"Monthly Review";" 2nd ser. 79 (Feb 1816): 214–15.";"1";"Monthly Review, 2nd ser. 79 (Feb 1816): 214–15."
"1011";"1816A020";"1816A020_2";"Monthly Review";" 2nd ser. 91 (Mar 1820): 320–21.";"1";"Monthly Review, 2nd ser. 91 (Mar 1820): 320–21."
"1012";"1816A022";"1816A022_1";"Critical Review";" 5th ser. 4 (July 1816): 9–15.";"1";"Critical Review, 5th ser. 4 (July 1816): 9–15."
"1013";"1816A025";"1816A025_1";"Monthly Review";" Appendix to 2nd ser. 77 (May–Aug 1815): 509–13.";"1";"Monthly Review, Appendix to 2nd ser. 77 (May–Aug 1815): 509–13."
"1014";"1816A029";"1816A029_1";"Critical Review";" 5th ser. 4 (July 1816): 91.";"1";"Critical Review, 5th ser. 4 (July 1816): 91."
"1015";"1816A029";"1816A029_2";"Monthly Review";" 2nd ser. 80 (July 1816): 321.";"1";"Monthly Review, 2nd ser. 80 (July 1816): 321."
"1016";"1816A032";"1816A032_1";"La Belle Assemblée";" n.s. 13 (Apr 1816): 185–87.";"1";"La Belle Assemblée, n.s. 13 (Apr 1816): 185–87."
"1017";"1816A032";"1816A032_2";"Monthly Review";" 2nd ser. 79 (Apr 1816): 438.";"1";"Monthly Review, 2nd ser. 79 (Apr 1816): 438."
"1018";"1816A034";"1816A034_1";"Critical Review";" 5th ser. 3 (Feb 1816): 182–86.";"1";"Critical Review, 5th ser. 3 (Feb 1816): 182–86."
"1019";"1816A039";"1816A039_1";"Monthly Review";" 2nd ser. 80 (June 1816): 217–18.";"1";"Monthly Review, 2nd ser. 80 (June 1816): 217–18."
"1020";"1816A044";"1816A044_1";"Monthly Review";" 2nd ser. 80 (July 1816): 334.";"1";"Monthly Review, 2nd ser. 80 (July 1816): 334."
"1021";"1816A044";"1816A044_2";"Monthly Review";" 2nd ser. 82 (Feb 1817): 212–13.";"0";"Monthly Review, 2nd ser. 82 (Feb 1817): 212–13."
"1022";"1816A045";"1816A045_1";"Critical Review";" 5th ser. 3 (Jan 1816): 94–95.";"1";"Critical Review, 5th ser. 3 (Jan 1816): 94–95."
"1023";"1816A046";"1816A046_1";"Critical Review";" 5th ser. 4 (Sept 1816): 318.";"1";"Critical Review, 5th ser. 4 (Sept 1816): 318."
"1024";"1816A046";"1816A046_2";"Monthly Review";" 2nd ser. 83 (May 1817): 99.";"1";"Monthly Review, 2nd ser. 83 (May 1817): 99."
"1025";"1816A047";"1816A047_1";"Monthly Review";" 2nd ser. 79 (Apr 1816): 438–39.";"1";"Monthly Review, 2nd ser. 79 (Apr 1816): 438–39."
"1026";"1816A048";"1816A048_1";"Critical Review";" 5th ser. 4 (Nov 1816): 511–16.";"1";"Critical Review, 5th ser. 4 (Nov 1816): 511–16."
"1027";"1816A048";"1816A048_2";"Monthly Review";" 2nd ser. 83 (May 1817): 97.";"1";"Monthly Review, 2nd ser. 83 (May 1817): 97."
"1028";"1816A049";"1816A049_1";"La Belle Assemblée";" new ser. 13 (Feb 1816): 91–92.";"1";"La Belle Assemblée, new ser. 13 (Feb 1816): 91–92."
"1029";"1816A049";"1816A049_2";"Critical Review";" 5th ser. 3 (Jan 1816): 69–72.";"1";"Critical Review, 5th ser. 3 (Jan 1816): 69–72."
"1030";"1816A049";"1816A049_3";"Monthly Review";" 2nd ser. 82 (Mar 1817): 330.";"1";"Monthly Review, 2nd ser. 82 (Mar 1817): 330."
"1031";"1816A052";"1816A052_1";"Critical Review";" 5th ser. 3 (May 1816): 485–500.";"1";"Critical Review, 5th ser. 3 (May 1816): 485–500."
"1032";"1816A052";"1816A052_2";"Monthly Review";" 2nd ser. 82 (Jan 1817): 38–52.";"1";"Monthly Review, 2nd ser. 82 (Jan 1817): 38–52."
"1033";"1816A053";"1816A053_1";"La Belle Assemblée";" n.s. 15 (Mar 1817): 140–42.";"1";"La Belle Assemblée, n.s. 15 (Mar 1817): 140–42."
"1034";"1816A053";"1816A053_2";"Critical Review";" 5th ser. 4 (Dec 1816): 614–25.";"1";"Critical Review, 5th ser. 4 (Dec 1816): 614–25."
"1035";"1816A053";"1816A053_3";"Monthly Review";" 2nd ser. 82 (Apr 1817): 383–91.";"1";"Monthly Review, 2nd ser. 82 (Apr 1817): 383–91."
"1036";"1816A054";"1816A054_1";"Critical Review";" 5th ser. 4 (July 1816): 91.";"1";"Critical Review, 5th ser. 4 (July 1816): 91."
"1037";"1816A057";"1816A057_1";"Critical Review";" 5th ser. 4 (Dec 1816): 661.";"1";"Critical Review, 5th ser. 4 (Dec 1816): 661."
"1038";"1816A059";"1816A059_1";"La Belle Assemblée";" n.s. 13 (May 1816): 235–37.";"0";"La Belle Assemblée, n.s. 13 (May 1816): 235–37."
"1039";"1816A059";"1816A059_2";"Monthly Review";" 2nd ser. 79 (Apr 1816): 439.";"1";"Monthly Review, 2nd ser. 79 (Apr 1816): 439."
"1040";"1817A003";"1817A003_1";"Monthly Review";" 2nd ser. 89 (June 1819): 210.";"1";"Monthly Review, 2nd ser. 89 (June 1819): 210."
"1041";"1817A004";"1817A004_1";"Monthly Review";" 2nd ser. 83 (July 1817): 323–24.";"1";"Monthly Review, 2nd ser. 83 (July 1817): 323–24."
"1042";"1817A006";"1817A006_1";"Monthly Review";" 2nd ser. 83 (July 1817): 324–25.";"1";"Monthly Review, 2nd ser. 83 (July 1817): 324–25."
"1043";"1817A008";"1817A008_1";"Monthly Review";" 2nd ser. 88 (Mar 1819): 327.";"1";"Monthly Review, 2nd ser. 88 (Mar 1819): 327."
"1044";"1817A011";"1817A011_1";"Monthly Review";" 2nd ser. 82 (Mar 1817): 330.";"1";"Monthly Review, 2nd ser. 82 (Mar 1817): 330."
"1045";"1817A014";"1817A014_1";"La Belle Assemblée";" n.s. 16 (Dec 1817): 283–84.";"1";"La Belle Assemblée, n.s. 16 (Dec 1817): 283–84."
"1046";"1817A014";"1817A014_2";"Monthly Review";" 2nd ser. 83 (July 1817): 325.";"1";"Monthly Review, 2nd ser. 83 (July 1817): 325."
"1047";"1817A018";"1817A018_1";"Monthly Review";" 2nd ser. 86 (June 1818): 221.";"1";"Monthly Review, 2nd ser. 86 (June 1818): 221."
"1048";"1817A020";"1817A020_1";"Monthly Review";" 2nd ser. 85 (Mar 1818): 328.";"1";"Monthly Review, 2nd ser. 85 (Mar 1818): 328."
"1049";"1817A024";"1817A024_1";"La Belle Assemblée";" n.s. 16 (1817): 337–40.";"1";"La Belle Assemblée, n.s. 16 (1817): 337–40."
"1050";"1817A024";"1817A024_2";"Monthly Review";" 2nd ser. 89 (July 1819): 330–31.";"1";"Monthly Review, 2nd ser. 89 (July 1819): 330–31."
"1051";"1817A027";"1817A027_1";"Monthly Review";" 2nd ser. 85 (Apr 1818): 440.";"1";"Monthly Review, 2nd ser. 85 (Apr 1818): 440."
"1052";"1817A028";"1817A028_1";"Monthly Review";" 2nd ser. 83 (July 1817): 323.";"1";"Monthly Review, 2nd ser. 83 (July 1817): 323."
"1053";"1817A029";"1817A029_1";"Morning Chronicle";"Morning Chronicle newspaper (12 Dec 1817): 2.";"1";"Morning Chronicle newspaper (12 Dec 1817): 2."
"1054";"1817A033";"1817A033_1";"La Belle Assemblée";" n.s. 16 (Dec 1817): 281–83.";"0";"La Belle Assemblée, n.s. 16 (Dec 1817): 281–83."
"1055";"1817A033";"1817A033_2";"Monthly Review";" 2nd ser. 84 (Nov 1817): 334.";"1";"Monthly Review, 2nd ser. 84 (Nov 1817): 334."
"1056";"1817A034";"1817A034_1";"Monthly Review";" 2nd ser. 85 (Apr 1818): 440–41.";"1";"Monthly Review, 2nd ser. 85 (Apr 1818): 440–41."
"1057";"1817A036";"1817A036_1";"Monthly Review";" 2nd ser. 86 (June 1818): 213–14.";"1";"Monthly Review, 2nd ser. 86 (June 1818): 213–14."
"1058";"1817A037";"1817A037_1";"Monthly Review";" 2nd ser. 85 (Apr 1818): 439–40.";"1";"Monthly Review, 2nd ser. 85 (Apr 1818): 439–40."
"1059";"1817A038";"1817A038_1";"Monthly Review";" 2nd ser. 85 (Mar 1818): 329.";"1";"Monthly Review, 2nd ser. 85 (Mar 1818): 329."
"1060";"1817A039";"1817A039_1";"La Belle Assemblée";" n.s. 16 (Oct 1817): 187–89.";"0";"La Belle Assemblée, n.s. 16 (Oct 1817): 187–89."
