;Unnamed: 0_x;id;review;review_title;date_x;notes_x;full_meta;Unnamed: 0_y;date_y;author;gender;title;publication;format;cat;notes_y;further_eds
1026;1035.0;1816A053;1816A053_3;Monthly Review; 2nd ser. 82 (Apr 1817): 38391.;1;Monthly Review, 2nd ser. 82 (Apr 1817): 38391.;1249;1816.0;Sir Walter SCOTT ;Male.;TALES OF MY LANDLORD COLLECTED AND ARRANGED BY JEDEDIAH CLEISHBOTHAM SCHOOLMASTER AND PARISHCLERK OF GANDERCLEUGH IN FOUR VOLUMES;Edinburgh:Printed for William Blackwood, Prince's Street: and John Murray, Albemarle Street, London, 1816. ;"4 vols (I 363p; II 340p; III 349p; IV 347p). 12°.";"BL 1152.h.2; ECB 575; EN2 1816: 53; NSTC 2S10281; OCLC 2461097.";Vol. 1 contains 'The Black Dwarf', vols 2<U+0096>4 contain 'Old Mortality'.;"2nd edn 1817 (NSTC); 3rd edn 1817 (Corvey, NSTC); 4th edn 1817/1818 (NSTC, OCLC); 5th edn 1819 (NSTC);  Philadelphia 1817 (OCLC); French trans., 1817 [as Les Puritains d'Ecosse, et le nain mystérieux, contes de mon hôte (NSTC)]; German trans., of 'The Black Dwarf' 1819 and 'Old Mortality' 1824. Numerous reprintings of the constituent tales in collected edns."
1027;1036.0;1816A054;1816A054_1;Critical Review; 5th ser. 4 (July 1816): 91.;1;Critical Review, 5th ser. 4 (July 1816): 91.;1250;1816.0;Mary Ann SULLIVAN ;Female.;OWEN CASTLE OR WHICH IS THE HEROINE A NOVEL IN FOUR VOLUMES DEDICATED BY PERMISSION TO THE RIGHT HONOURABLE LADY COMBERMERE BY MARY ANN SULLIVAN LATE OF THE THEATRES ROYAL LIVERPOOL MANCHESTER NEWCASTLE BIRMINGHAM AND NORWICH;London:Printed for Simpkin and Marshall, Stationer's Court, Ludgate Hill, 1816. ;"4 vols (I iv, 292p; II 264p; III 244p; IV 227p). 12°.";"Corvey; CME 3-628-48729-3; ECB 568; EN2 1816: 54; NSTC 2S46208; xOCLC.";Dedication to Lady Combermere.;2nd edn 1823 (NUC).
1028;1037.0;1816A057;1816A057_1;Critical Review; 5th ser. 4 (Dec 1816): 661.;1;Critical Review, 5th ser. 4 (Dec 1816): 661.;1253;1816.0;Elizabeth THOMAS ;Female.;PURITY OF HEART OR THE ANCIENT COSTUME A TALE IN ONE VOLUME ADDRESSED TO THE AUTHOR OF GLENARVON BY AN OLD WIFE OF TWENTY YEARS;London:Printed for W. Simpkin and R. Marshall, Stationers'-Court, Ludgate-Street, 1816. ;1 vol.  (viii, 273p). 12°.;"BL N.1945; ECB 475; EN2 1816: 57; NSTC 2T8193; OCLC 13354448.";;"2nd edn 1817 (Corvey), CME 3-628-48420-0; 3rd edn 1823 (OCLC); New York 1818 (OCLC)."
1029;1038.0;1816A059;1816A059_1;La Belle Assemblée; n.s. 13 (May 1816): 23537.;0;La Belle Assemblée, n.s. 13 (May 1816): 23537.;1255;1816.0;Sophia F. ZIEGENHIRT ;Female.;THE ORPHAN OF TINTERN ABBEY A NOVEL IN THREE VOLUMES BY SOPHIA F ZIEGENHIRT AUTHOR OF SEABROOK VILLAGE AND SEVERAL HISTORICAL ABRIDGEMENTS;London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1816. ;"3 vols (I 220p; II 253p; III 258p). 12°.";"Corvey; CME 3-628-49000-6; ECB 655; EN2 1816: 59; NSTC 2Z321; xOCLC.";;
1030;1039.0;1816A059;1816A059_2;Monthly Review; 2nd ser. 79 (Apr 1816): 439.;1;Monthly Review, 2nd ser. 79 (Apr 1816): 439.;1255;1816.0;Sophia F. ZIEGENHIRT ;Female.;THE ORPHAN OF TINTERN ABBEY A NOVEL IN THREE VOLUMES BY SOPHIA F ZIEGENHIRT AUTHOR OF SEABROOK VILLAGE AND SEVERAL HISTORICAL ABRIDGEMENTS;London:Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1816. ;"3 vols (I 220p; II 253p; III 258p). 12°.";"Corvey; CME 3-628-49000-6; ECB 655; EN2 1816: 59; NSTC 2Z321; xOCLC.";;
1031;1040.0;1817A003;1817A003_1;Monthly Review; 2nd ser. 89 (June 1819): 210.;1;Monthly Review, 2nd ser. 89 (June 1819): 210.;1258;1817.0;ANON ;Unknown.;CONIRDAN OR THE ST KILDIANS A MORAL TALE BY THE AUTHOR OF HARDENBRASS AND HAVERILL;London:Printed for Sherwood, Neely, and Jones, Paternoster Row, 1817. ;1 vol.  (xi, 319p). 12°.;"Corvey; CME 3-628-47317-9; EN2 1817: 2; NSTC 2C34015; OCLC 36145257.";For the issue of authorship, see Hardenbrass and Haverill (EN2 1817: 3).;
1032;1041.0;1817A004;1817A004_1;Monthly Review; 2nd ser. 83 (July 1817): 32324.;1;Monthly Review, 2nd ser. 83 (July 1817): 32324.;1259;1817.0;ANON ;Unknown.;HARDENBRASS AND HAVERILL OR THE SECRET OF THE CASTLE A NOVEL IN FOUR VOLUMES CONTAINING A MADMAN AND NO MADMANWHO WALKSDEEDS OF DARKNESS CREMARKABLE CHARACTERS INCIDENTS ADVENTURES C C INSTRUCTIVE AND ENTERTAINING;London:Published by Sherwood, Neely, and Jones, Paternoster-Row, 1817. ;"4 vols (I xi, 422p; II 606p; III 382p; IV 420p). 12°.";"Corvey; CME 3-628-47626-7; ECB 254; EN2 1817: 3; NSTC 2J10655; OCLC 6730418.";"Attributed in some catalogues to James Athearn Jones, but perhaps as a mistake arising from his authorship of Haverhill; or, Memoirs of an Officer in the Army of Wolfe (New York, 1831) This sequence of novels, and especially Reft Rob (EN2 1817: 7), has also been incorrectly associated with David Carey.";
1033;1042.0;1817A006;1817A006_1;Monthly Review; 2nd ser. 83 (July 1817): 32425.;1;Monthly Review, 2nd ser. 83 (July 1817): 32425.;1261;1817.0;ANON ;Unknown.;MODERN MANNERS OR A SEASON AT HARROWGATE IN TWO VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, & Brown, Paternoster-Row, 1817. ;"2 vols (I 269p; II 352p). 12°.";"Corvey; CME 3-628-48217-8; ECB 390; EN2 1817: 5; NSTC 2H10124; xOCLC.";;
1034;1043.0;1817A008;1817A008_1;Monthly Review; 2nd ser. 88 (Mar 1819): 327.;1;Monthly Review, 2nd ser. 88 (Mar 1819): 327.;1263;1817.0;ANON ;Unknown.;REFT ROB OR THE WITCH OF SCOTMUIR COMMONLY CALLED MADGE THE SNOOVER A SCOTTISH  TALE BY THE AUTHOR OF HARDENBRASS AND HAVERILL;London:Printed for Sherwood, Neely, and Jones, Paternoster Row, 1817. ;1 vol.  (iv, 192p). 12°.;"Corvey; CME 3-628-48525-8; ECB 484; EN2 1817: 7; NSTC 2J10658; OCLC 14629871.";For the issue of author attribution, see Hardenbrass and Haverill (EN2 1817: 3).;"1825 (NSTC); 1834 as The Nuptial Doom, or the Witch of Scots-muir (NSTC)."
1035;1044.0;1817A011;1817A011_1;Monthly Review; 2nd ser. 82 (Mar 1817): 330.;1;Monthly Review, 2nd ser. 82 (Mar 1817): 330.;1266;1817.0;Eaton Stannard BARRETT ;Male.;SIX WEEKS AT LONGS BY A LATE RESIDENT IN THREE VOLUMES;"London:Printed for the Author; and sold by all Booksellers, 1817. ";"3 vols (I xii, 235p; II 230p; III 226p). 12°.";"O 12.Õ.1841-1843; ECB 540; EN2 1817: 11; NSTC 2B9426; OCLC 6651634.";"Contains portraits of contemporary literary figures: Lord Leander (Byron) is first encountered reading Scott. ECB lists as 'Six weeks at Long's Hotel', and gives Colburn as publisher; but not discovered in either form.";"2nd edn 1817 (Corvey), CME 3-628-48750-1; 3rd edn 1817 (NSTC)."
1036;1045.0;1817A014;1817A014_1;La Belle Assemblée; n.s. 16 (Dec 1817): 28384.;1;La Belle Assemblée, n.s. 16 (Dec 1817): 28384.;1269;1817.0;Louis François Marie BELLIN DE LA LIBORLIÈRE ;Male.;THE HERO OR THE ADVENTURES OF THE NIGHT A ROMANCE TRANSLATED FROM THE ARABIC INTO IROQUESE FROM THE IROQUESE INTO HOTTENTOT FROM THE HOTTENTOT INTO FRENCH AND FROM THE FRENCH INTO ENGLISH IN TWO VOLUMES;"London:Printed for T. and J. Allman, Princes Street, Hanover Square; C. Rice, Berkley Square; and Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"2 vols (I 171p; II 162p). 12°.";"Regenstein Library, University of Chicago PR.3391.H5.1817; EN2 1817: 14; NSTC 2B16703; OCLC 49467085.";"Trans. of La Nuit anglaise (Paris, 1799). 'Dedicated with all due Humility to the Authors of The Mysteries of Udolpho; The Tomb; Grasville Abbey; The Monk; Hubert de Sevrac; Celestina; and the Heroine'. Summers (p. 353) lists Colburn edn, 3 vols, 1815, but not discovered in this form.";Philadelphia 1817 (NSTC).
1037;1046.0;1817A014;1817A014_2;Monthly Review; 2nd ser. 83 (July 1817): 325.;1;Monthly Review, 2nd ser. 83 (July 1817): 325.;1269;1817.0;Louis François Marie BELLIN DE LA LIBORLIÈRE ;Male.;THE HERO OR THE ADVENTURES OF THE NIGHT A ROMANCE TRANSLATED FROM THE ARABIC INTO IROQUESE FROM THE IROQUESE INTO HOTTENTOT FROM THE HOTTENTOT INTO FRENCH AND FROM THE FRENCH INTO ENGLISH IN TWO VOLUMES;"London:Printed for T. and J. Allman, Princes Street, Hanover Square; C. Rice, Berkley Square; and Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"2 vols (I 171p; II 162p). 12°.";"Regenstein Library, University of Chicago PR.3391.H5.1817; EN2 1817: 14; NSTC 2B16703; OCLC 49467085.";"Trans. of La Nuit anglaise (Paris, 1799). 'Dedicated with all due Humility to the Authors of The Mysteries of Udolpho; The Tomb; Grasville Abbey; The Monk; Hubert de Sevrac; Celestina; and the Heroine'. Summers (p. 353) lists Colburn edn, 3 vols, 1815, but not discovered in this form.";Philadelphia 1817 (NSTC).
1038;1047.0;1817A018;1817A018_1;Monthly Review; 2nd ser. 86 (June 1818): 221.;1;Monthly Review, 2nd ser. 86 (June 1818): 221.;1273;1817.0;Emily CLARK ;Female.;TALES AT THE FIRE SIDE OR A FATHER AND MOTHERS STORIES IN THREE VOLUMES DEDICATED BY PERMISSION TO COLONEL MMAHON BY MISS EMILY CLARK GRANDDAUGHTER OF THE UNFORTUNATE COLONEL FREDERICK AND AUTHOR OF THE BANKS OF THE DOURO POEMS C C;"Brentford:Printed by and for P. Norbury; and sold by Baldwin, Cradock, and Joy, Paternoster Row; and all Booksellers in Town and Country, 1817. ";"3 vols (I 223p; II 216p; III 204p). 12°.";"BL N.1711; ECB 118; EN2 1817: 18; NSTC 2C23241; xOCLC.";Dedicatory verses (1 p. unn.). 7 stories, evidently directed towards younger readers, but in the style and form of conventional fiction.;
1039;1048.0;1817A020;1817A020_1;Monthly Review; 2nd ser. 85 (Mar 1818): 328.;1;Monthly Review, 2nd ser. 85 (Mar 1818): 328.;1275;1817.0;Catherine CUTHBERTSON ;Female.;ROSABELLA OR A MOTHERS MARRIAGE A NOVEL IN FIVE VOLUMES BY THE AUTHOR OF THE ROMANCE OF THE PYRENEES SANTO SEBASTIANO OR THE YOUNG PROTECTOR THE FOREST OF MONTALBANO AND ADELAIDE OR THE COUNTERCHARM;London:Printed for Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ;"5 vols (I 352p; II 348p; III 346p; IV 335p; V 396p). 12°.";"Corvey; CME 3-628-48512-6; ECB 502; EN2 1817: 20; NSTC 2C48146; OCLC 6715975.";"Text proper in vol. 1 ends on p. 349, followed by advs pp. 350<U+0096>52; in vol. 5 'Errata' fill pp. 395<U+0096>96.";New York 1818 (OCLC).
1040;1049.0;1817A024;1817A024_1;La Belle Assemblée; n.s. 16 (1817): 33740.;1;La Belle Assemblée, n.s. 16 (1817): 33740.;1279;1817.0;Maria EDGEWORTH ;Female.;HARRINGTON A TALE AND ORMOND A TALE IN THREE VOLUMES BY MARIA EDGEWORTH AUTHOR OF COMIC DRAMAS TALES OF FASHIONABLE LIFE C C;London:Printed for R. Hunter, Successor to Mr. Johnson, 72, St. Paul's Church-Yard, and Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ;"3 vols (I iv, 521p; II 422p; III 352p). 12°.";"BRu ENC; ECB 178; EN2 1817: 24; NSTC 2E2217; OCLC 621791.";'To the Reader' signed Richard Lovell Edgeworth, Edgeworth's Town, 31 May 1817, followed by 'Note.<U+0097>He died a few days after he wrote this Preface<U+0097>the 13th June, 1817'. 'Harrington' fills vol. 1, 'Ormond' vols 2 and 3.;"2nd edn 1817 (Corvey), CME 3-628-47570-8; New York 1817 (NSTC) [also Philadelphia 1817 (OCLC)]; French trans.,  of 'Harrington' and of 'Ormond' 1817."
1041;1050.0;1817A024;1817A024_2;Monthly Review; 2nd ser. 89 (July 1819): 33031.;1;Monthly Review, 2nd ser. 89 (July 1819): 33031.;1279;1817.0;Maria EDGEWORTH ;Female.;HARRINGTON A TALE AND ORMOND A TALE IN THREE VOLUMES BY MARIA EDGEWORTH AUTHOR OF COMIC DRAMAS TALES OF FASHIONABLE LIFE C C;London:Printed for R. Hunter, Successor to Mr. Johnson, 72, St. Paul's Church-Yard, and Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ;"3 vols (I iv, 521p; II 422p; III 352p). 12°.";"BRu ENC; ECB 178; EN2 1817: 24; NSTC 2E2217; OCLC 621791.";'To the Reader' signed Richard Lovell Edgeworth, Edgeworth's Town, 31 May 1817, followed by 'Note.<U+0097>He died a few days after he wrote this Preface<U+0097>the 13th June, 1817'. 'Harrington' fills vol. 1, 'Ormond' vols 2 and 3.;"2nd edn 1817 (Corvey), CME 3-628-47570-8; New York 1817 (NSTC) [also Philadelphia 1817 (OCLC)]; French trans.,  of 'Harrington' and of 'Ormond' 1817."
1042;1051.0;1817A027;1817A027_1;Monthly Review; 2nd ser. 85 (Apr 1818): 440.;1;Monthly Review, 2nd ser. 85 (Apr 1818): 440.;1282;1817.0;James Holroyd FIELDING ;Male.;SOME ACCOUNT OF MYSELF BY CHARLES EARL OF ERPINGHAM C C C IN FOUR VOLUMES;London:Printed for W. Simpkin & R. Marshall, Stationers' Court, Ludgate Street, 1817. ;"4 vols (I iv, 263p; II 252p; III 254p; IV 263p). 12°.";"BL N.2039; ECB 549; EN2 1817: 27; NSTC 2M33124; OCLC 13346529.";Authorship attributed on basis of Beauchamp (EN2 1817: 26), which describes the present work as edited by Fielding on its title-page. NSTC, OCLC, and BLPC all treat Charles Monkton, Earl of Erpingham as a pseudonym, but without identifying authorship.;
1043;1052.0;1817A028;1817A028_1;Monthly Review; 2nd ser. 83 (July 1817): 323.;1;Monthly Review, 2nd ser. 83 (July 1817): 323.;1283;1817.0;Stéphanie Félicité, Comtesse de GENLIS ;Female.;PLACIDE A SPANISH TALE IN TWO VOLS TRANSLATED FROM LES BATTUCAS OF MADAME DE GENLIS BY ALEXANDER JAMIESON;London:Printed for W. Simpkin & R. Marshall, Stationers' Court, Ludgate Street, 1817. ;"2 vols (I vi, 204p; II 206p). 12°.";"Corvey; CME 3-628-47804-9; ECB 225; EN2 1817: 28; NSTC 2G4572; OCLC 3572983.";Trans. of Les Batuécas (Paris, 1816).;"2nd edn 1844 (OCLC); New York 1817 (NSTC)."
1044;1053.0;1817A029;1817A029_1;Morning Chronicle;Morning Chronicle newspaper (12 Dec 1817): 2.;1;Morning Chronicle newspaper (12 Dec 1817): 2.;1284;1817.0;William GODWIN ;Male.;MANDEVILLE A TALE OF THE SEVENTEENTH CENTURY IN ENGLAND BY WILLIAM GODWIN IN THREE VOLUMES;Edinburgh:Printed for Archibald Constable and Co. and Longman, Hurst, Rees, Orme, and Brown, London, 1817. ;"3 vols (I xii, 306p; II 316p; III 367p). 12°.";"Corvey; CME 3-628-47849-9; ECB 234; EN2 1817: 29; NSTC 2G11519; OCLC 1414083.";Dedication 'to the late John Philip Curran', dated 25 Oct 1817.;"1818 (NSTC); New York 1818 (NSTC) [also Philadelphia 1818 (NSTC)]; French trans., 1818."
1045;1054.0;1817A033;1817A033_1;La Belle Assemblée; n.s. 16 (Dec 1817): 28183.;0;La Belle Assemblée, n.s. 16 (Dec 1817): 28183.;1288;1817.0;Frances HOLCROFT ;Female.;FORTITUDE AND FRAILTY A NOVEL IN FOUR VOLUMES INSCRIBED TO THE REVERED MEMORY OF HER LAMENTED FATHER BY FANNY HOLCROFT;London:Printed by W. Clowes, Northumberland-Court, Strand, for W. Simpkin and R. Marshall, Stationers'-Court, Ludgate-Street, 1817. ;"4 vols (I 230p; II 294p; III 271p; IV 230p). 12°.";"Corvey; CME 3-628-47730-1; ECB 276; EN2 1817: 33; NSTC 2H26025; OCLC 6818720.";'Lines to the Memory of the late Thomas Holcroft', recto page following t.p.;
1046;1055.0;1817A033;1817A033_2;Monthly Review; 2nd ser. 84 (Nov 1817): 334.;1;Monthly Review, 2nd ser. 84 (Nov 1817): 334.;1288;1817.0;Frances HOLCROFT ;Female.;FORTITUDE AND FRAILTY A NOVEL IN FOUR VOLUMES INSCRIBED TO THE REVERED MEMORY OF HER LAMENTED FATHER BY FANNY HOLCROFT;London:Printed by W. Clowes, Northumberland-Court, Strand, for W. Simpkin and R. Marshall, Stationers'-Court, Ludgate-Street, 1817. ;"4 vols (I 230p; II 294p; III 271p; IV 230p). 12°.";"Corvey; CME 3-628-47730-1; ECB 276; EN2 1817: 33; NSTC 2H26025; OCLC 6818720.";'Lines to the Memory of the late Thomas Holcroft', recto page following t.p.;
1047;1056.0;1817A034;1817A034_1;Monthly Review; 2nd ser. 85 (Apr 1818): 44041.;1;Monthly Review, 2nd ser. 85 (Apr 1818): 44041.;1289;1817.0;Catherine HUTTON [also Catharine] ;Female.;THE WELSH MOUNTAINEER A NOVEL BY CATHARINE HUTTON AUTHOR OF THE MISER MARRIED IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ;"3 vols (I 264p; II 258p; III 294p). 12°.";"Corvey; CME 3-628-47866-9; ECB 291; EN2 1817: 34; NSTC 2H39194; OCLC 21365268.";;Philadelphia 1817 (OCLC).
1048;1057.0;1817A036;1817A036_1;Monthly Review; 2nd ser. 86 (June 1818): 21314.;1;Monthly Review, 2nd ser. 86 (June 1818): 21314.;1291;1817.0;Anne KER ;Female.;EDRIC THE FORESTER OR THE MYSTERIES OF THE HAUNTED CHAMBER AN HISTORICAL ROMANCE IN THREE VOLUMES BY MRS ANNE KER OF HIS GRACE THE DUKE OF ROXBURGHS FAMILY AUTHOR OF THE HEIRESS DI MONTALDEADELINE ST JULIANEMMELINE OR THE HAPPY DISCOVERYMYSTERIOUS COUNTAND MODERN FAULTS;"London:Printed for the Author, by D. N. Shury, Berwick Street, Soho; and sold by T. Hughes, Ludgate Street, 1817. ";"3 vols (I 214p; II 216p; III 216p). 12°.";"Corvey; CME 3-628-47995-9; EN2 1817: 36; xNSTC; xOCLC.";"An adv. for this title in 3 vols, as forthcoming, is to be found below text in vol. 2, p. 234, of the same author's Modern Faults (EN2 1804: 30); but no edn with this date has been discovered.";1841, 64 pp in The Romanticist and Novelist's Library (NSTC 2K4083, OCLC 13320499).
1049;1058.0;1817A037;1817A037_1;Monthly Review; 2nd ser. 85 (Apr 1818): 43940.;1;Monthly Review, 2nd ser. 85 (Apr 1818): 43940.;1292;1817.0;Elizabeth B. LESTER ;Female.;THE BACHELOR AND THE MARRIED MAN OR THE EQUILIBRIUM OF THE BALANCE OF COMFORT IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ;"3 vols (I 254p; II 207p; III 216p). 12°.";"Corvey; CME 3-628-47089-7; ECB 34; EN2 1817: 37; NSTC 2B1385; OCLC 1342756.";Block, NSTC, and OCLC attribute this novel to Mrs Ross, though no author is given in ECB and Summers. The present attribution is based on fresh evidence discovered in the Longman Letter Books at the University of Reading. For further details, see Notes to EN2 1817: 37 and Publishing Papers (click on link below), both in relation to this and succeeding novels now attributable to Lester.;"New York 1818 (NSTC); German trans., 1818 [as Der Ehemann und der Hagestolz (RS)]. For evidence of a 2nd edn, see Publishing Papers (click on link below)."
1050;1059.0;1817A038;1817A038_1;Monthly Review; 2nd ser. 85 (Mar 1818): 329.;1;Monthly Review, 2nd ser. 85 (Mar 1818): 329.;1293;1817.0;Elizabeth B. LESTER ;Female.;THE QUAKERS A TALE BY ELIZABETH B LESTER;London:Printed for Baldwin, Cradock, and Joy, Paternoster-Row, 1817. ;1 vol.  (269p). 12°.;"Corvey; CME 3-628-48038-8; ECB 339; EN2 1817: 38; NSTC 2L12419; OCLC 13226312.";;New York 1818 (NSTC).
1051;1060.0;1817A039;1817A039_1;La Belle Assemblée; n.s. 16 (Oct 1817): 18789.;0;La Belle Assemblée, n.s. 16 (Oct 1817): 18789.;1294;1817.0;Alicia Catherine MANT ;Female.;MONTAGUE NEWBURGH OR THE MOTHER AND SON IN TWO VOLUMES BY ALICIA CATHERINE MANT AUTHOR OF ELLEN OR THE YOUNG GODMOTHER AND CAROLINE LISMORE OR THE ERRORS OF FASHION;London:Printed for Law and Whittaker, Ave-Maria-Lane, 1817. ;"2 vols (I vi, 347p; II 250p). 12°.";"BL N.1794; ECB 366; EN2 1817: 40; NSTC 2M13263; OCLC 13323376.";Dedication 'to My Mother'. Collates in sixes.;3rd edn 1826 (NSTC).
1052;1061.0;1817A039;1817A039_2;Monthly Review; 2nd ser. 83 (July 1817): 324.;1;Monthly Review, 2nd ser. 83 (July 1817): 324.;1294;1817.0;Alicia Catherine MANT ;Female.;MONTAGUE NEWBURGH OR THE MOTHER AND SON IN TWO VOLUMES BY ALICIA CATHERINE MANT AUTHOR OF ELLEN OR THE YOUNG GODMOTHER AND CAROLINE LISMORE OR THE ERRORS OF FASHION;London:Printed for Law and Whittaker, Ave-Maria-Lane, 1817. ;"2 vols (I vi, 347p; II 250p). 12°.";"BL N.1794; ECB 366; EN2 1817: 40; NSTC 2M13263; OCLC 13323376.";Dedication 'to My Mother'. Collates in sixes.;3rd edn 1826 (NSTC).
1053;1062.0;1817A043;1817A043_1;Monthly Review; 2nd ser. 85 (Mar 1818): 32728.;1;Monthly Review, 2nd ser. 85 (Mar 1818): 32728.;1298;1817.0;Frances MOORE ;Female.;MANNERS A NOVEL IN THREE VOLUMES;London:Printed for Baldwin, Cradock, and Joy, Paternoster Row, 1817. ;"3 vols (I 308p; II 336p; III 364p). 12°.";"Corvey; CME 3-628-48081-7; ECB 366; EN2 1817: 43; NSTC 2M34693; OCLC 13288475.";Text proper in vol. 1 ends on p. 305, followed by advs pp. 306<U+0096>08. Block and others erroneously attribute to Frances Brooke [née Moore] (1724<U+0096>89), rather than to Frances Moore (c. 1789<U+0096>1881), the true author.;New York 1818 (NSTC).
1054;1063.0;1817A045;1817A045_1;Monthly Review; 2nd ser. 83 (May 1817): 99.;1;Monthly Review, 2nd ser. 83 (May 1817): 99.;1300;1817.0;Arthur MOWER ;Male.;THE WHITE COTTAGE A TALE;Edinburgh:Printed for William Blackwood, Prince's Street: and T. Cadell and W. Davies, Strand, London, 1817. ;1 vol.  (344p). 12°.;"Corvey; CME 3-628-48902-4; ECB 634; EN2 1817: 45; NSTC 2M39573; OCLC 9276155.";;Philadelphia 1817 (OCLC).
1055;1064.0;1817A046;1817A046_1;La Belle Assemblée; n.s. 15 (Apr 1817): 18890.;0;La Belle Assemblée, n.s. 15 (Apr 1817): 18890.;1301;1817.0;Thomas Love PEACOCK ;Male.;MELINCOURT BY THE AUTHOR OF HEADLONG HALL IN THREE VOLUMES;"London:Printed for T. Hookham, jun. and Co. Old Bond Street; and Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"3 vols (I 224p; II 216p; III 208p). 12°.";"Corvey; CME 3-628-48053-1; ECB 378; EN2 1817: 46; NSTC 2P8178; OCLC 4300826.";;"Philadelphia 1817 (NSTC); French trans., 1818 [as Anthélia Mélincourt, ou les Enthousiastes (NSTC)]."
1056;1065.0;1817A046;1817A046_2;Monthly Review; 2nd ser. 83 (July 1817): 32223.;1;Monthly Review, 2nd ser. 83 (July 1817): 32223.;1301;1817.0;Thomas Love PEACOCK ;Male.;MELINCOURT BY THE AUTHOR OF HEADLONG HALL IN THREE VOLUMES;"London:Printed for T. Hookham, jun. and Co. Old Bond Street; and Baldwin, Cradock, and Joy, Paternoster Row, 1817. ";"3 vols (I 224p; II 216p; III 208p). 12°.";"Corvey; CME 3-628-48053-1; ECB 378; EN2 1817: 46; NSTC 2P8178; OCLC 4300826.";;"Philadelphia 1817 (NSTC); French trans., 1818 [as Anthélia Mélincourt, ou les Enthousiastes (NSTC)]."
1057;1066.0;1817A047;1817A047_1;Monthly Review; 2nd ser. 83 (May 1817): 98.;1;Monthly Review, 2nd ser. 83 (May 1817): 98.;1302;1817.0;Sir Peter PLASTIC [pseud.];Male.;THE ABSENT MAN A NARRATIVE EDITED BY SIR PETER PLASTIC KNIGHT OF THE ORDER OF THE TOWER AND SWORD;London:Printed for Baldwin, Cradock, and Joy, Paternoster Row, 1817. ;1 vol.  (vii, 232p). 12°.;"BL N.1989; ECB 2; EN2 1817: 47; NSTC 2P18767; OCLC 22879786.";'Prefatory Dedication', pp. [iii]<U+0096>iv, dated 'Tower of London, Jan. 1817'.;
1058;1067.0;1817A048;1817A048_1;Monthly Review; 2nd ser. 85 (Mar 1818): 32829.;1;Monthly Review, 2nd ser. 85 (Mar 1818): 32829.;1303;1817.0;Anna Maria PORTER ;Female.;THE KNIGHT OF ST JOHN A ROMANCE BY MISS ANNA MARIA PORTER AUTHOR OF THE RECLUSE OF NORWAY C C C IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ;"3 vols (I 333p; II 302p; III 354p). 12°.";"Corvey; CME 3-628-48301-8; ECB 463; EN2 1817: 48; NSTC 2P22253; OCLC 1336923.";;"2nd edn 1817 (NSTC); 3rd edn 1818 (NSTC); New York 1817 (NSTC) [also Philadelphia 1817 (OCLC)]; French trans., 1818."
1059;1068.0;1817A049;1817A049_1;Monthly Review; 2nd ser. 83 (May 1817): 9798.;1;Monthly Review, 2nd ser. 83 (May 1817): 9798.;1304;1817.0;Jane PORTER ;Female.;THE PASTORS FIRESIDE A NOVEL IN FOUR VOLUMES BY MISS JANE PORTER AUTHOR OF THADDEUS OF WARSAW SIDNEYS APHORISMS AND THE SCOTTISH CHIEFS;London:Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1817. ;"4 vols (I 323p; II 405p; III 403p; IV 500p). 12°.";"E Hall.252.g; ECB 464; EN2 1817: 49; NSTC 2P22421; OCLC 2131321.";;"2nd edn 1817 (Corvey), CME 3-628-48359-X; 3rd edn 1821 (NSTC); [1822] (NSTC); 1832 (NSTC); 1849 (NSTC); New York 1817 (OCLC); French trans., 1817; German trans., 1822 [as Des Pfarrers Heimath. Ein romantisches Gemälde (RS)]."
1060;1069.0;1817A054;1817A054_1;La Belle Assemblée; n.s. 16 (Aug 1817): 9192.;0;La Belle Assemblée, n.s. 16 (Aug 1817): 9192.;1309;1817.0;Jane TAYLOR ;Female.;RACHEL A TALE;London:Printed for Taylor and Hessey, 93, Fleet Street, 1817. ;1 vol.  (153p, ill.). 12°.;"Corvey; CME 3-628-48486-3; ECB 477; EN2 1817: 54; NSTC 2R486; OCLC 6322400.";Frontispiece bears the legend: 'Published April 21, 1817'. For the issue of attribution, see The Authoress (EN2 1819: 67).;"2nd edn (OCLC); 3rd edn 1821 (NSTC); Philadelphia 1818 (OCLC)."
